
time,ax,ay,az,wx,wy,wz,
15:15:38:622,0.84,-0.60,-0.16,-0.12,-0.21,0.04,
15:15:38:622,0.84,-0.60,-0.16,-0.14,-0.21,0.01,
15:15:38:645,1.28,-0.80,0.10,-0.14,-0.21,0.01,
15:15:38:646,1.28,-0.80,0.10,-0.14,-0.22,-0.04,
15:15:38:647,1.28,-0.80,0.10,-0.14,-0.27,-0.10,
15:15:38:647,1.28,-0.80,0.10,-0.13,-0.33,-0.19,
15:15:38:647,1.51,-0.87,0.31,-0.13,-0.33,-0.19,
15:15:38:648,1.90,-0.99,0.52,-0.13,-0.33,-0.19,
15:15:38:648,2.17,-1.03,0.73,-0.13,-0.33,-0.19,
15:15:38:648,2.17,-1.03,0.73,-0.13,-0.42,-0.29,
15:15:38:678,2.17,-1.03,0.73,-0.11,-0.47,-0.39,
15:15:38:678,2.07,-0.89,1.04,-0.11,-0.47,-0.39,
15:15:38:679,2.07,-0.89,1.04,-0.07,-0.47,-0.49,
15:15:38:679,1.59,-0.59,1.07,-0.07,-0.47,-0.49,
15:15:38:679,0.78,-0.26,1.20,-0.07,-0.47,-0.49,
15:15:38:680,0.78,-0.26,1.20,-0.02,-0.42,-0.56,
15:15:38:680,0.78,-0.26,1.20,0.06,-0.35,-0.57,
15:15:38:680,-0.01,0.02,1.32,0.06,-0.35,-0.57,
15:15:38:681,-0.01,0.02,1.32,0.14,-0.26,-0.52,
15:15:38:681,-0.63,0.17,1.09,0.14,-0.26,-0.52,
15:15:38:681,-0.63,0.17,1.09,0.22,-0.14,-0.44,
15:15:38:682,-1.07,0.20,0.76,0.22,-0.14,-0.44,
15:15:38:682,-1.07,0.20,0.76,0.29,-0.03,-0.36,
15:15:38:682,-1.45,0.30,0.36,0.29,-0.03,-0.36,
15:15:38:682,-1.45,0.30,0.36,0.33,0.03,-0.28,
15:15:38:683,-1.83,0.33,-0.03,0.33,0.03,-0.28,
15:15:38:683,-2.15,0.43,-0.45,0.33,0.03,-0.28,
15:15:38:683,-2.15,0.43,-0.45,0.36,0.07,-0.19,
15:15:38:685,-2.15,0.43,-0.45,0.37,0.10,-0.10,
15:15:38:686,-2.44,0.56,-0.70,0.37,0.10,-0.10,
15:15:38:690,-2.44,0.56,-0.70,0.35,0.10,0.00,
15:15:38:691,-2.37,0.60,-0.85,0.35,0.10,0.00,
15:15:38:696,-1.81,0.43,-0.76,0.35,0.10,0.00,
15:15:38:696,-1.81,0.43,-0.76,0.31,0.04,0.10,
15:15:38:700,-1.81,0.43,-0.76,0.25,-0.06,0.17,
15:15:38:701,-0.86,0.12,-0.56,0.25,-0.06,0.17,
15:15:38:711,-0.86,0.12,-0.56,0.20,-0.16,0.19,
15:15:38:712,0.21,-0.19,-0.43,0.20,-0.16,0.19,
15:15:38:712,0.21,-0.19,-0.43,0.16,-0.23,0.15,
15:15:38:712,1.12,-0.44,-0.36,0.16,-0.23,0.15,
15:15:38:716,1.57,-0.53,-0.31,0.16,-0.23,0.15,
15:15:38:716,1.57,-0.53,-0.31,0.14,-0.25,0.06,
15:15:38:720,1.42,-0.41,-0.34,0.14,-0.25,0.06,
15:15:38:721,1.42,-0.41,-0.34,0.13,-0.23,-0.04,
15:15:38:741,0.67,-0.06,-0.62,0.13,-0.23,-0.04,
15:15:38:742,0.67,-0.06,-0.62,0.13,-0.18,-0.13,
15:15:38:742,0.01,0.17,-1.02,0.13,-0.18,-0.13,
15:15:38:743,0.01,0.17,-1.02,0.13,-0.10,-0.18,
15:15:38:743,-0.35,0.33,-1.05,0.13,-0.10,-0.18,
15:15:38:744,-0.35,0.33,-1.05,0.12,0.00,-0.18,
15:15:38:744,-0.35,0.33,-1.05,0.12,0.10,-0.15,
15:15:38:745,-0.32,0.32,-0.80,0.12,0.10,-0.15,
15:15:38:745,-0.32,0.32,-0.80,0.12,0.17,-0.12,
15:15:38:745,-0.14,0.17,-0.38,0.12,0.17,-0.12,
15:15:38:748,-0.14,0.17,-0.38,0.14,0.23,-0.11,
15:15:38:749,0.01,0.00,0.07,0.14,0.23,-0.11,
15:15:38:755,-0.03,-0.09,0.32,0.14,0.23,-0.11,
15:15:38:755,-0.03,-0.09,0.32,0.17,0.27,-0.10,
15:15:38:758,-0.32,-0.11,0.50,0.17,0.27,-0.10,
15:15:38:759,-0.32,-0.11,0.50,0.19,0.28,-0.09,
15:15:38:764,-0.32,-0.11,0.50,0.21,0.27,-0.07,
15:15:38:764,-0.79,-0.19,0.68,0.21,0.27,-0.07,
15:15:38:769,-0.79,-0.19,0.68,0.23,0.22,-0.04,
15:15:38:769,-1.31,-0.12,0.80,0.23,0.22,-0.04,
15:15:38:773,-1.59,-0.01,0.77,0.23,0.22,-0.04,
15:15:38:773,-1.59,-0.01,0.77,0.25,0.12,0.01,
15:15:38:779,-1.59,-0.01,0.77,0.26,0.01,0.09,
15:15:38:780,-1.76,0.16,0.73,0.26,0.01,0.09,
15:15:38:782,-1.76,0.16,0.73,0.26,-0.10,0.18,
15:15:38:782,-1.51,0.21,0.46,0.26,-0.10,0.18,
15:15:38:788,-1.51,0.21,0.46,0.25,-0.19,0.27,
15:15:38:788,-1.28,0.20,-0.35,0.25,-0.19,0.27,
15:15:38:793,-1.28,0.20,-0.35,0.20,-0.21,0.34,
15:15:38:793,-1.88,0.32,-2.05,0.20,-0.21,0.34,
15:15:38:797,-1.88,0.32,-2.05,0.11,-0.14,0.43,
15:15:38:798,-1.48,0.47,-1.82,0.11,-0.14,0.43,
15:15:38:802,-1.48,0.47,-1.82,0.07,-0.03,0.49,
15:15:38:802,0.27,0.62,0.15,0.07,-0.03,0.49,
15:15:38:808,0.27,0.62,0.15,0.11,0.07,0.47,
15:15:38:808,0.89,0.42,0.13,0.11,0.07,0.47,
15:15:38:812,0.89,0.42,0.13,0.13,0.14,0.44,
15:15:38:812,1.05,0.12,-0.62,0.13,0.14,0.44,
15:15:38:816,1.05,0.12,-0.62,0.11,0.21,0.40,
15:15:38:817,1.06,-0.21,-0.77,0.11,0.21,0.40,
15:15:38:824,1.06,-0.21,-0.77,0.07,0.28,0.36,
15:15:38:826,0.93,-0.36,-0.90,0.07,0.28,0.36,
15:15:38:827,0.93,-0.36,-0.90,0.04,0.34,0.30,
15:15:38:828,0.77,-0.32,-0.98,0.04,0.34,0.30,
15:15:38:835,0.77,-0.32,-0.98,0.01,0.44,0.25,
15:15:38:852,0.55,-0.19,-1.00,0.01,0.44,0.25,
15:15:38:853,0.55,-0.19,-1.00,-0.01,0.52,0.21,
15:15:38:854,0.58,-0.10,-0.74,-0.01,0.52,0.21,
15:15:38:854,0.58,-0.10,-0.74,-0.03,0.57,0.17,
15:15:38:854,0.64,-0.13,-0.39,-0.03,0.57,0.17,
15:15:38:854,0.64,-0.13,-0.39,-0.05,0.56,0.13,
15:15:38:854,0.57,-0.08,-0.05,-0.05,0.56,0.13,
15:15:38:855,0.57,-0.08,-0.05,-0.08,0.50,0.10,
15:15:38:855,0.50,-0.08,0.00,-0.08,0.50,0.10,
15:15:38:857,0.63,-0.04,0.11,-0.08,0.50,0.10,
15:15:38:858,0.63,-0.04,0.11,-0.11,0.42,0.07,
15:15:38:861,0.63,-0.04,0.11,-0.13,0.33,0.03,
15:15:38:862,0.60,0.20,0.35,-0.13,0.33,0.03,
15:15:38:866,0.60,0.20,0.35,-0.13,0.28,-0.01,
15:15:38:867,0.43,0.16,0.46,-0.13,0.28,-0.01,
15:15:38:871,0.43,0.16,0.46,-0.12,0.25,-0.03,
15:15:38:872,0.26,-0.03,0.53,-0.12,0.25,-0.03,
15:15:38:875,0.26,-0.03,0.53,-0.10,0.24,-0.02,
15:15:38:876,-0.00,-0.02,0.74,-0.10,0.24,-0.02,
15:15:38:880,-0.00,-0.02,0.74,-0.07,0.22,-0.00,
15:15:38:881,-0.22,-0.06,0.69,-0.07,0.22,-0.00,
15:15:38:905,-0.22,-0.06,0.69,-0.05,0.20,0.03,
15:15:38:906,-0.21,-0.17,0.52,-0.05,0.20,0.03,
15:15:38:906,-0.36,-0.01,0.31,-0.05,0.20,0.03,
15:15:38:906,-0.36,-0.01,0.31,-0.03,0.17,0.06,
15:15:38:907,-0.36,-0.01,0.31,-0.03,0.15,0.10,
15:15:38:907,-0.46,0.22,0.35,-0.03,0.15,0.10,
15:15:38:907,-0.46,0.22,0.35,-0.03,0.12,0.15,
15:15:38:908,-0.49,0.46,0.23,-0.03,0.12,0.15,
15:15:38:908,-0.49,0.46,0.23,-0.03,0.09,0.20,
15:15:38:908,-0.27,0.65,-0.06,-0.03,0.09,0.20,
15:15:38:908,-0.27,0.65,-0.06,-0.05,0.05,0.23,
15:15:38:910,1.08,0.76,-0.37,-0.05,0.05,0.23,
15:15:38:914,1.22,0.62,-0.53,-0.05,0.05,0.23,
15:15:38:914,1.22,0.62,-0.53,-0.10,-0.02,0.19,
15:15:38:919,1.22,0.62,-0.53,-0.15,-0.06,0.14,
15:15:38:920,1.39,-0.18,-1.50,-0.15,-0.06,0.14,
15:15:38:924,1.39,-0.67,-1.22,-0.15,-0.06,0.14,
15:15:38:925,1.39,-0.67,-1.22,-0.20,0.01,0.07,
15:15:38:929,1.36,-0.68,-0.47,-0.20,0.01,0.07,
15:15:38:930,1.36,-0.68,-0.47,-0.22,0.10,0.00,
15:15:38:934,1.36,-0.68,-0.47,-0.22,0.16,-0.07,
15:15:38:934,1.33,-0.83,0.02,-0.22,0.16,-0.07,
15:15:38:941,1.01,-0.77,0.20,-0.22,0.16,-0.07,
15:15:38:942,1.01,-0.77,0.20,-0.22,0.16,-0.14,
15:15:38:943,0.57,-0.53,0.18,-0.22,0.16,-0.14,
15:15:38:944,0.57,-0.53,0.18,-0.25,0.12,-0.21,
15:15:38:949,0.04,-0.20,0.23,-0.25,0.12,-0.21,
15:15:38:950,0.04,-0.20,0.23,-0.30,0.04,-0.25,
15:15:38:975,0.04,-0.20,0.23,-0.34,-0.06,-0.25,
15:15:38:976,-0.40,0.13,0.35,-0.34,-0.06,-0.25,
15:15:38:976,-0.80,0.37,0.50,-0.34,-0.06,-0.25,
15:15:38:977,-0.80,0.37,0.50,-0.38,-0.18,-0.22,
15:15:38:977,-0.80,0.37,0.50,-0.41,-0.30,-0.17,
15:15:38:977,-1.05,0.55,0.60,-0.41,-0.30,-0.17,
15:15:38:978,-1.05,0.55,0.60,-0.42,-0.42,-0.10,
15:15:38:978,-1.13,0.60,0.57,-0.42,-0.42,-0.10,
15:15:38:978,-1.33,0.72,0.70,-0.42,-0.42,-0.10,
15:15:38:978,-1.33,0.72,0.70,-0.43,-0.53,-0.03,
15:15:38:979,-1.62,0.82,0.76,-0.43,-0.53,-0.03,
15:15:38:979,-1.62,0.82,0.76,-0.43,-0.63,0.05,
15:15:38:982,-1.62,0.82,0.76,-0.43,-0.71,0.12,
15:15:38:982,-1.93,0.87,0.51,-0.43,-0.71,0.12,
15:15:38:987,-1.93,0.87,0.51,-0.42,-0.74,0.21,
15:15:38:988,-2.07,0.95,0.21,-0.42,-0.74,0.21,
15:15:38:992,-1.86,0.84,-0.02,-0.42,-0.74,0.21,
15:15:38:992,-1.86,0.84,-0.02,-0.40,-0.71,0.30,
15:15:38:996,-1.48,0.62,0.11,-0.40,-0.71,0.30,
15:15:38:997,-1.48,0.62,0.11,-0.38,-0.64,0.38,
15:15:39:001,-0.88,0.28,0.49,-0.38,-0.64,0.38,
15:15:39:001,-0.88,0.28,0.49,-0.34,-0.56,0.45,
15:15:39:007,-0.40,-0.02,0.98,-0.34,-0.56,0.45,
15:15:39:009,-0.40,-0.02,0.98,-0.29,-0.48,0.48,
15:15:39:011,-0.40,-0.02,0.98,-0.22,-0.41,0.50,
15:15:39:011,-0.15,-0.21,1.36,-0.22,-0.41,0.50,
15:15:39:015,-0.15,-0.21,1.36,-0.13,-0.36,0.50,
15:15:39:016,-0.13,-0.32,1.41,-0.13,-0.36,0.50,
15:15:39:021,-0.26,-0.38,1.49,-0.13,-0.36,0.50,
15:15:39:024,-0.26,-0.38,1.49,-0.05,-0.32,0.50,
15:15:39:026,-0.26,-0.38,1.49,0.03,-0.28,0.50,
15:15:39:027,0.22,-0.68,1.54,0.03,-0.28,0.50,
15:15:39:030,0.22,-0.68,1.54,0.12,-0.26,0.48,
15:15:39:031,0.64,-0.91,2.03,0.12,-0.26,0.48,
15:15:39:035,0.64,-0.91,2.03,0.22,-0.26,0.44,
15:15:39:037,0.42,-0.78,2.80,0.22,-0.26,0.44,
15:15:39:040,0.42,-0.78,2.80,0.36,-0.27,0.41,
15:15:39:041,0.14,-0.68,2.59,0.36,-0.27,0.41,
15:15:39:046,-0.06,-0.49,1.57,0.36,-0.27,0.41,
15:15:39:047,-0.06,-0.49,1.57,0.48,-0.28,0.40,
15:15:39:049,-0.06,-0.49,1.57,0.55,-0.33,0.41,
15:15:39:050,-0.01,-0.22,0.42,0.55,-0.33,0.41,
15:15:39:060,-0.01,-0.22,0.42,0.55,-0.41,0.41,
15:15:39:061,0.15,0.05,-0.39,0.55,-0.41,0.41,
15:15:39:061,0.27,0.31,-0.80,0.55,-0.41,0.41,
15:15:39:062,0.27,0.31,-0.80,0.51,-0.53,0.42,
15:15:39:069,0.27,0.31,-0.80,0.43,-0.66,0.43,
15:15:39:070,0.45,0.50,-1.08,0.43,-0.66,0.43,
15:15:39:071,0.61,0.55,-1.44,0.43,-0.66,0.43,
15:15:39:071,0.61,0.55,-1.44,0.35,-0.79,0.43,
15:15:39:084,0.61,0.55,-1.44,0.25,-0.86,0.42,
15:15:39:085,0.94,0.45,-1.56,0.25,-0.86,0.42,
15:15:39:086,0.94,0.45,-1.56,0.16,-0.92,0.39,
15:15:39:087,1.17,0.47,-1.40,0.16,-0.92,0.39,
15:15:39:087,1.17,0.47,-1.40,0.07,-0.98,0.36,
15:15:39:088,1.32,0.50,-1.47,0.07,-0.98,0.36,
15:15:39:096,1.32,0.50,-1.47,-0.01,-1.00,0.32,
15:15:39:097,1.48,0.44,-1.86,-0.01,-1.00,0.32,
15:15:39:098,1.43,0.43,-1.77,-0.01,-1.00,0.32,
15:15:39:098,1.43,0.43,-1.77,-0.09,-0.97,0.27,
15:15:39:102,1.43,0.43,-1.77,-0.15,-0.93,0.22,
15:15:39:102,1.22,0.41,-1.65,-0.15,-0.93,0.22,
15:15:39:106,0.78,0.48,-1.65,-0.15,-0.93,0.22,
15:15:39:107,0.78,0.48,-1.65,-0.20,-0.88,0.19,
15:15:39:108,0.78,0.48,-1.65,-0.24,-0.83,0.17,
15:15:39:108,0.52,0.43,-1.64,-0.24,-0.83,0.17,
15:15:39:113,0.52,0.43,-1.64,-0.28,-0.79,0.15,
15:15:39:114,0.74,0.12,-1.84,-0.28,-0.79,0.15,
15:15:39:118,0.74,0.12,-1.84,-0.32,-0.74,0.12,
15:15:39:119,1.04,-0.19,-1.64,-0.32,-0.74,0.12,
15:15:39:122,1.04,-0.19,-1.64,-0.36,-0.71,0.09,
15:15:39:123,1.07,-0.35,-1.22,-0.36,-0.71,0.09,
15:15:39:142,1.07,-0.35,-1.22,-0.37,-0.68,0.04,
15:15:39:142,0.95,-0.45,-0.82,-0.37,-0.68,0.04,
15:15:39:142,0.95,-0.45,-0.82,-0.37,-0.64,0.00,
15:15:39:143,0.94,-0.51,-0.57,-0.37,-0.64,0.00,
15:15:39:143,0.94,-0.51,-0.57,-0.34,-0.59,-0.04,
15:15:39:143,0.93,-0.65,-0.44,-0.34,-0.59,-0.04,
15:15:39:144,0.91,-0.75,-0.62,-0.34,-0.59,-0.04,
15:15:39:144,0.91,-0.75,-0.62,-0.29,-0.52,-0.07,
15:15:39:146,0.83,-0.75,-1.11,-0.29,-0.52,-0.07,
15:15:39:147,0.83,-0.75,-1.11,-0.25,-0.44,-0.09,
15:15:39:155,0.83,-0.75,-1.11,-0.22,-0.35,-0.11,
15:15:39:156,0.44,-0.45,-1.18,-0.22,-0.35,-0.11,
15:15:39:157,0.44,-0.45,-1.18,-0.19,-0.27,-0.12,
15:15:39:158,-0.12,-0.01,-1.19,-0.19,-0.27,-0.12,
15:15:39:161,-0.12,-0.01,-1.19,-0.17,-0.22,-0.09,
15:15:39:162,-0.57,0.36,-1.40,-0.17,-0.22,-0.09,
15:15:39:166,-0.97,0.58,-1.41,-0.17,-0.22,-0.09,
15:15:39:166,-0.97,0.58,-1.41,-0.17,-0.21,-0.03,
15:15:39:171,-1.38,0.55,-1.29,-0.17,-0.21,-0.03,
15:15:39:172,-1.38,0.55,-1.29,-0.19,-0.21,0.04,
15:15:39:175,-1.38,0.55,-1.29,-0.22,-0.22,0.12,
15:15:39:176,-1.55,0.29,-1.22,-0.22,-0.22,0.12,
15:15:39:180,-1.55,0.29,-1.22,-0.26,-0.22,0.21,
15:15:39:181,-1.68,0.37,-0.70,-0.26,-0.22,0.21,
15:15:39:185,-1.68,0.37,-0.70,-0.32,-0.27,0.30,
15:15:39:185,-1.22,0.12,-0.67,-0.32,-0.27,0.30,
15:15:39:190,-0.40,-0.20,0.18,-0.32,-0.27,0.30,
15:15:39:191,-0.40,-0.20,0.18,-0.39,-0.37,0.35,
15:15:39:194,0.68,-0.70,1.35,-0.39,-0.37,0.35,
15:15:39:195,0.68,-0.70,1.35,-0.42,-0.52,0.36,
15:15:39:201,0.68,-0.70,1.35,-0.41,-0.69,0.30,
15:15:39:202,1.90,-1.14,1.85,-0.41,-0.69,0.30,
15:15:39:206,1.90,-1.14,1.85,-0.36,-0.83,0.19,
15:15:39:207,2.43,-1.22,1.78,-0.36,-0.83,0.19,
15:15:39:210,2.45,-1.30,1.11,-0.36,-0.83,0.19,
15:15:39:210,2.45,-1.30,1.11,-0.28,-0.86,0.07,
15:15:39:215,2.45,-1.22,0.43,-0.28,-0.86,0.07,
15:15:39:216,2.45,-1.22,0.43,-0.18,-0.76,-0.04,
15:15:39:220,2.45,-1.22,0.43,-0.07,-0.56,-0.14,
15:15:39:221,2.22,-0.96,0.21,-0.07,-0.56,-0.14,
15:15:39:225,2.22,-0.96,0.21,0.05,-0.31,-0.22,
15:15:39:226,1.98,-0.66,0.20,0.05,-0.31,-0.22,
15:15:39:229,1.98,-0.66,0.20,0.16,-0.09,-0.26,
15:15:39:229,1.69,-0.39,0.47,0.16,-0.09,-0.26,
15:15:39:234,1.69,-0.39,0.47,0.26,0.07,-0.28,
15:15:39:234,1.39,-0.24,0.63,0.26,0.07,-0.28,
15:15:39:240,1.39,-0.24,0.63,0.34,0.13,-0.28,
15:15:39:241,0.87,-0.12,0.45,0.34,0.13,-0.28,
15:15:39:243,0.87,-0.12,0.45,0.38,0.15,-0.26,
15:15:39:244,0.31,-0.10,0.16,0.38,0.15,-0.26,
15:15:39:249,0.31,-0.10,0.16,0.39,0.10,-0.24,
15:15:39:249,-0.27,-0.10,-0.16,0.39,0.10,-0.24,
15:15:39:262,-0.27,-0.10,-0.16,0.37,0.02,-0.20,
15:15:39:263,-1.05,0.08,-0.46,0.37,0.02,-0.20,
15:15:39:264,-1.05,0.08,-0.46,0.32,-0.11,-0.15,
15:15:39:264,-1.82,0.31,-0.53,0.32,-0.11,-0.15,
15:15:39:270,-1.82,0.31,-0.53,0.26,-0.27,-0.10,
15:15:39:271,-1.82,0.31,-0.53,0.19,-0.49,-0.08,
15:15:39:274,-1.25,0.16,-0.50,0.19,-0.49,-0.08,
15:15:39:274,-0.64,-0.24,-0.55,0.19,-0.49,-0.08,
15:15:39:275,-0.53,-0.57,-0.86,0.19,-0.49,-0.08,
15:15:39:276,-0.53,-0.57,-0.86,0.09,-0.80,-0.09,
15:15:39:285,-0.53,-0.57,-0.86,-0.02,-1.11,-0.09,
15:15:39:288,-0.35,-0.55,-0.87,-0.02,-1.11,-0.09,
15:15:39:288,-0.35,-0.55,-0.87,-0.11,-1.31,-0.09,
15:15:39:289,0.10,-0.41,-1.09,-0.11,-1.31,-0.09,
15:15:39:289,0.10,-0.41,-1.09,-0.18,-1.43,-0.10,
15:15:39:289,0.91,-0.41,-1.50,-0.18,-1.43,-0.10,
15:15:39:293,1.89,-0.68,-2.03,-0.18,-1.43,-0.10,
15:15:39:294,1.89,-0.68,-2.03,-0.23,-1.46,-0.14,
15:15:39:298,1.89,-0.68,-2.03,-0.27,-1.40,-0.22,
15:15:39:299,2.68,-0.84,-2.21,-0.27,-1.40,-0.22,
15:15:39:303,2.68,-0.84,-2.21,-0.29,-1.26,-0.32,
15:15:39:303,3.12,-0.88,-2.14,-0.29,-1.26,-0.32,
15:15:39:308,3.12,-0.88,-2.14,-0.31,-1.09,-0.43,
15:15:39:312,2.97,-0.70,-1.79,-0.31,-1.09,-0.43,
15:15:39:313,2.72,-0.39,-1.23,-0.31,-1.09,-0.43,
15:15:39:314,2.72,-0.39,-1.23,-0.30,-0.90,-0.52,
15:15:39:317,2.72,-0.39,-1.23,-0.28,-0.73,-0.59,
15:15:39:318,2.66,-0.35,-0.95,-0.28,-0.73,-0.59,
15:15:39:324,2.71,-0.68,-0.56,-0.28,-0.73,-0.59,
15:15:39:325,2.71,-0.68,-0.56,-0.26,-0.62,-0.65,
15:15:39:327,2.22,-1.12,-0.26,-0.26,-0.62,-0.65,
15:15:39:328,2.22,-1.12,-0.26,-0.24,-0.53,-0.71,
15:15:39:332,1.35,-1.40,-0.11,-0.24,-0.53,-0.71,
15:15:39:333,1.35,-1.40,-0.11,-0.22,-0.47,-0.76,
15:15:39:337,0.07,-1.35,-0.26,-0.22,-0.47,-0.76,
