
time,ax,ay,az,wx,wy,wz,
17:58:29:459,2.01,1.18,-0.82,0.03,-0.55,-0.40,
17:58:29:478,2.01,1.18,-0.82,0.01,-0.51,-0.47,
17:58:29:479,1.90,1.16,-0.73,0.01,-0.51,-0.47,
17:58:29:479,1.90,1.16,-0.73,-0.01,-0.48,-0.53,
17:58:29:479,1.70,1.14,-0.67,-0.01,-0.48,-0.53,
17:58:29:480,1.57,1.12,-0.76,-0.01,-0.48,-0.53,
17:58:29:480,1.57,1.12,-0.76,-0.03,-0.45,-0.58,
17:58:29:480,1.45,1.07,-0.92,-0.03,-0.45,-0.58,
17:58:29:480,1.45,1.07,-0.92,-0.05,-0.42,-0.63,
17:58:29:491,1.45,1.07,-0.92,-0.07,-0.38,-0.67,
17:58:29:492,1.45,1.07,-0.92,-0.08,-0.34,-0.70,
17:58:29:492,1.27,1.04,-0.98,-0.08,-0.34,-0.70,
17:58:29:493,1.00,1.01,-0.96,-0.08,-0.34,-0.70,
17:58:29:493,0.74,1.00,-0.88,-0.08,-0.34,-0.70,
17:58:29:493,0.74,1.00,-0.88,-0.11,-0.34,-0.71,
17:58:29:505,0.74,1.00,-0.88,-0.13,-0.35,-0.71,
17:58:29:506,0.51,1.01,-0.83,-0.13,-0.35,-0.71,
17:58:29:506,0.36,1.05,-0.81,-0.13,-0.35,-0.71,
17:58:29:507,0.36,1.05,-0.81,-0.15,-0.38,-0.69,
17:58:29:527,0.29,1.08,-0.90,-0.15,-0.38,-0.69,
17:58:29:528,0.29,1.08,-0.90,-0.16,-0.41,-0.66,
17:58:29:528,0.27,1.12,-0.92,-0.16,-0.41,-0.66,
17:58:29:529,0.27,1.12,-0.92,-0.18,-0.43,-0.62,
17:58:29:529,0.27,1.12,-0.92,-0.19,-0.45,-0.58,
17:58:29:530,0.28,1.15,-0.93,-0.19,-0.45,-0.58,
17:58:29:530,0.31,1.14,-0.96,-0.19,-0.45,-0.58,
17:58:29:530,0.31,1.14,-0.96,-0.21,-0.46,-0.54,
17:58:29:531,0.37,1.11,-0.97,-0.21,-0.46,-0.54,
17:58:29:531,0.37,1.11,-0.97,-0.23,-0.47,-0.49,
17:58:29:532,0.37,1.11,-0.97,-0.26,-0.48,-0.45,
17:58:29:532,0.44,1.11,-0.92,-0.26,-0.48,-0.45,
17:58:29:536,0.48,1.11,-0.96,-0.26,-0.48,-0.45,
17:58:29:537,0.48,1.11,-0.96,-0.29,-0.50,-0.42,
17:58:29:541,0.52,1.13,-1.03,-0.29,-0.50,-0.42,
17:58:29:542,0.52,1.13,-1.03,-0.32,-0.51,-0.39,
17:58:29:546,0.56,1.17,-1.06,-0.32,-0.51,-0.39,
17:58:29:546,0.56,1.17,-1.06,-0.36,-0.50,-0.37,
17:58:29:551,0.60,1.18,-1.06,-0.36,-0.50,-0.37,
17:58:29:552,0.60,1.18,-1.06,-0.40,-0.47,-0.36,
17:58:29:557,0.67,1.17,-0.99,-0.40,-0.47,-0.36,
17:58:29:557,0.67,1.17,-0.99,-0.45,-0.43,-0.35,
17:58:29:561,0.65,1.18,-0.73,-0.45,-0.43,-0.35,
17:58:29:562,0.65,1.18,-0.73,-0.49,-0.38,-0.34,
17:58:29:572,0.59,1.20,-0.48,-0.49,-0.38,-0.34,
17:58:29:573,0.59,1.20,-0.48,-0.52,-0.37,-0.33,
17:58:29:573,0.59,1.20,-0.48,-0.55,-0.37,-0.32,
17:58:29:573,0.71,1.11,-0.31,-0.55,-0.37,-0.32,
17:58:29:576,0.71,1.11,-0.31,-0.59,-0.40,-0.32,
17:58:29:577,1.16,0.81,-0.18,-0.59,-0.40,-0.32,
17:58:29:613,0.76,0.90,0.40,-0.59,-0.40,-0.32,
17:58:29:614,0.76,0.90,0.40,-0.64,-0.48,-0.33,
17:58:29:614,0.76,0.90,0.40,-0.67,-0.57,-0.35,
17:58:29:614,0.58,0.97,0.38,-0.67,-0.57,-0.35,
17:58:29:615,0.52,1.10,-0.18,-0.67,-0.57,-0.35,
17:58:29:615,0.52,1.10,-0.18,-0.70,-0.62,-0.36,
17:58:29:615,0.52,1.10,-0.18,-0.73,-0.60,-0.35,
17:58:29:616,0.29,1.27,-0.16,-0.73,-0.60,-0.35,
17:58:29:616,0.29,1.27,-0.16,-0.76,-0.57,-0.33,
17:58:29:616,0.04,1.35,0.18,-0.76,-0.57,-0.33,
17:58:29:617,0.04,1.35,0.18,-0.78,-0.55,-0.29,
17:58:29:617,-0.13,1.37,0.43,-0.78,-0.55,-0.29,
17:58:29:617,-0.13,1.37,0.43,-0.81,-0.54,-0.23,
17:58:29:618,-0.28,1.32,0.57,-0.81,-0.54,-0.23,
17:58:29:619,-0.28,1.32,0.57,-0.84,-0.55,-0.15,
17:58:29:619,-0.41,1.19,0.67,-0.84,-0.55,-0.15,
17:58:29:620,-0.41,1.19,0.67,-0.87,-0.56,-0.07,
17:58:29:620,-0.47,1.05,0.83,-0.87,-0.56,-0.07,
17:58:29:626,-0.35,0.96,1.20,-0.87,-0.56,-0.07,
17:58:29:627,-0.35,0.96,1.20,-0.90,-0.59,0.02,
17:58:29:640,-0.18,0.94,1.51,-0.90,-0.59,0.02,
17:58:29:640,-0.18,0.94,1.51,-0.93,-0.65,0.11,
17:58:29:641,-0.18,0.94,1.51,-0.96,-0.74,0.19,
17:58:29:641,-0.10,0.96,1.62,-0.96,-0.74,0.19,
17:58:29:641,-0.07,1.00,1.69,-0.96,-0.74,0.19,
17:58:29:642,-0.07,1.00,1.69,-0.98,-0.83,0.27,
17:58:29:644,-0.10,0.98,1.63,-0.98,-0.83,0.27,
17:58:29:645,-0.10,0.98,1.63,-0.99,-0.90,0.34,
17:58:29:657,-0.08,1.02,1.86,-0.99,-0.90,0.34,
17:58:29:658,-0.08,1.02,1.86,-0.99,-0.94,0.40,
17:58:29:658,-0.07,0.96,1.76,-0.99,-0.94,0.40,
17:58:29:658,-0.07,0.96,1.76,-0.97,-0.96,0.45,
17:58:29:658,-0.02,0.95,1.68,-0.97,-0.96,0.45,
17:58:29:659,-0.02,0.95,1.68,-0.94,-0.95,0.49,
17:58:29:698,0.06,0.87,1.76,-0.94,-0.95,0.49,
17:58:29:699,0.06,0.87,1.76,-0.89,-0.91,0.54,
17:58:29:700,0.05,0.61,1.82,-0.89,-0.91,0.54,
17:58:29:700,0.05,0.61,1.82,-0.84,-0.86,0.58,
17:58:29:700,0.06,0.38,2.26,-0.84,-0.86,0.58,
17:58:29:700,0.06,0.38,2.26,-0.79,-0.81,0.63,
17:58:29:701,0.01,0.22,2.49,-0.79,-0.81,0.63,
17:58:29:701,0.01,0.22,2.49,-0.73,-0.81,0.67,
17:58:29:701,0.01,0.08,2.68,-0.73,-0.81,0.67,
17:58:29:702,0.01,0.08,2.68,-0.65,-0.81,0.71,
17:58:29:702,0.01,0.08,2.68,-0.56,-0.82,0.76,
17:58:29:702,0.09,-0.04,2.96,-0.56,-0.82,0.76,
17:58:29:703,0.09,-0.04,2.96,-0.47,-0.83,0.79,
17:58:29:703,0.13,-0.13,3.24,-0.47,-0.83,0.79,
17:58:29:703,0.15,-0.23,3.46,-0.47,-0.83,0.79,
17:58:29:704,0.15,-0.23,3.46,-0.37,-0.86,0.81,
17:58:29:704,0.15,-0.23,3.46,-0.26,-0.91,0.83,
17:58:29:704,0.12,-0.37,3.65,-0.26,-0.91,0.83,
17:58:29:707,0.12,-0.37,3.65,-0.14,-0.95,0.83,
17:58:29:707,0.06,-0.42,3.85,-0.14,-0.95,0.83,
17:58:29:711,0.11,-0.49,3.87,-0.14,-0.95,0.83,
17:58:29:712,0.11,-0.49,3.87,-0.00,-0.99,0.83,
17:58:29:722,0.18,-0.58,4.10,-0.00,-0.99,0.83,
17:58:29:723,0.18,-0.58,4.10,0.13,-1.04,0.81,
17:58:29:723,0.18,-0.58,4.10,0.27,-1.11,0.78,
17:58:29:724,0.25,-0.66,4.20,0.27,-1.11,0.78,
17:58:29:726,0.25,-0.66,4.20,0.42,-1.17,0.75,
17:58:29:727,0.22,-0.78,3.86,0.42,-1.17,0.75,
17:58:29:739,0.22,-0.78,3.86,0.56,-1.19,0.70,
17:58:29:740,0.41,-0.88,3.87,0.56,-1.19,0.70,
17:58:29:741,0.50,-0.96,3.49,0.56,-1.19,0.70,
17:58:29:741,0.50,-0.96,3.49,0.69,-1.20,0.65,
17:58:29:741,0.66,-1.02,3.23,0.69,-1.20,0.65,
17:58:29:741,0.66,-1.02,3.23,0.81,-1.18,0.60,
17:58:29:756,0.66,-1.02,3.23,0.91,-1.17,0.55,
17:58:29:757,0.80,-1.17,2.83,0.91,-1.17,0.55,
17:58:29:784,0.80,-1.17,2.83,1.00,-1.15,0.51,
17:58:29:785,0.85,-1.28,2.41,1.00,-1.15,0.51,
17:58:29:786,0.85,-1.28,2.41,1.05,-1.12,0.47,
17:58:29:786,0.85,-1.36,1.85,1.05,-1.12,0.47,
17:58:29:787,0.85,-1.36,1.85,1.09,-1.09,0.44,
17:58:29:787,0.85,-1.41,1.29,1.09,-1.09,0.44,
17:58:29:787,0.86,-1.44,0.70,1.09,-1.09,0.44,
17:58:29:788,0.86,-1.44,0.70,1.10,-1.05,0.41,
17:58:29:788,0.82,-1.45,0.18,1.10,-1.05,0.41,
17:58:29:789,0.82,-1.45,0.18,1.07,-1.02,0.39,
17:58:29:789,0.75,-1.44,-0.32,1.07,-1.02,0.39,
17:58:29:790,0.75,-1.44,-0.32,1.02,-0.98,0.37,
17:58:29:790,0.71,-1.42,-0.65,1.02,-0.98,0.37,
17:58:29:790,0.71,-1.42,-0.65,0.96,-0.94,0.34,
17:58:29:791,0.71,-1.42,-0.65,0.88,-0.90,0.32,
17:58:29:791,0.55,-1.43,-0.89,0.88,-0.90,0.32,
17:58:29:791,0.43,-1.43,-1.01,0.88,-0.90,0.32,
17:58:29:792,0.43,-1.43,-1.01,0.79,-0.87,0.30,
17:58:29:799,0.21,-1.45,-1.11,0.79,-0.87,0.30,
17:58:29:800,0.21,-1.45,-1.11,0.70,-0.86,0.28,
17:58:29:800,-0.01,-1.35,-1.05,0.70,-0.86,0.28,
17:58:29:801,-0.01,-1.35,-1.05,0.61,-0.86,0.26,
17:58:29:804,0.01,-1.24,-0.74,0.61,-0.86,0.26,
17:58:29:804,0.01,-1.24,-0.74,0.51,-0.89,0.23,
17:58:29:808,-0.03,-1.18,-0.22,0.51,-0.89,0.23,
17:58:29:809,-0.03,-1.18,-0.22,0.42,-1.00,0.20,
17:58:29:812,-0.06,-1.23,-0.24,0.42,-1.00,0.20,
17:58:29:813,-0.06,-1.23,-0.24,0.35,-1.18,0.16,
17:58:29:817,-0.12,-1.23,-0.07,0.35,-1.18,0.16,
17:58:29:818,-0.12,-1.23,-0.07,0.29,-1.31,0.12,
17:58:29:823,-0.12,-1.23,-0.07,0.25,-1.41,0.08,
17:58:29:823,-0.13,-1.18,0.04,0.25,-1.41,0.08,
17:58:29:827,-0.25,-1.09,-0.14,0.25,-1.41,0.08,
17:58:29:828,-0.25,-1.09,-0.14,0.21,-1.46,0.03,
17:58:29:832,-0.25,-1.09,-0.14,0.18,-1.44,-0.01,
17:58:29:833,-0.33,-1.01,-0.23,0.18,-1.44,-0.01,
17:58:29:838,-0.60,-0.92,-0.65,0.18,-1.44,-0.01,
17:58:29:838,-0.60,-0.92,-0.65,0.17,-1.39,-0.05,
17:58:29:842,-1.05,-0.74,-1.09,0.17,-1.39,-0.05,
17:58:29:843,-1.05,-0.74,-1.09,0.15,-1.29,-0.08,
17:58:29:850,-1.46,-0.56,-1.11,0.15,-1.29,-0.08,
17:58:29:851,-1.46,-0.56,-1.11,0.14,-1.15,-0.07,
17:58:29:852,-1.61,-0.48,-1.12,0.14,-1.15,-0.07,
17:58:29:852,-1.61,-0.48,-1.12,0.13,-1.01,-0.05,
17:58:29:858,-1.61,-0.48,-1.12,0.13,-0.90,-0.01,
17:58:29:858,-1.75,-0.37,-1.36,0.13,-0.90,-0.01,
17:58:29:882,-1.75,-0.37,-1.36,0.12,-0.80,0.04,
17:58:29:883,-1.88,-0.29,-1.44,0.12,-0.80,0.04,
17:58:29:884,-1.88,-0.29,-1.44,0.11,-0.71,0.10,
17:58:29:884,-2.07,-0.17,-1.58,0.11,-0.71,0.10,
17:58:29:884,-2.13,-0.12,-1.81,0.11,-0.71,0.10,
17:58:29:885,-2.13,-0.12,-1.81,0.10,-0.63,0.17,
17:58:29:885,-2.33,0.01,-2.18,0.10,-0.63,0.17,
17:58:29:885,-2.33,0.01,-2.18,0.09,-0.56,0.25,
17:58:29:885,-2.65,0.21,-2.29,0.09,-0.56,0.25,
17:58:29:886,-2.65,0.21,-2.29,0.08,-0.45,0.33,
17:58:29:886,-2.66,0.32,-1.93,0.08,-0.45,0.33,
17:58:29:887,-2.66,0.32,-1.93,0.06,-0.36,0.41,
17:58:29:890,-2.66,0.32,-1.93,0.04,-0.32,0.49,
17:58:29:891,-2.86,0.55,-2.04,0.04,-0.32,0.49,
17:58:29:904,-2.86,0.55,-2.04,0.02,-0.28,0.56,
17:58:29:905,-2.78,0.65,-2.01,0.02,-0.28,0.56,
17:58:29:905,-2.57,0.76,-1.85,0.02,-0.28,0.56,
17:58:29:906,-2.57,0.76,-1.85,-0.01,-0.26,0.62,
17:58:29:906,-2.57,0.76,-1.85,-0.04,-0.26,0.66,
17:58:29:906,-2.15,0.71,-1.66,-0.04,-0.26,0.66,
17:58:29:909,-1.77,0.68,-1.67,-0.04,-0.26,0.66,
17:58:29:910,-1.77,0.68,-1.67,-0.07,-0.27,0.67,
17:58:29:921,-1.53,0.62,-1.70,-0.07,-0.27,0.67,
17:58:29:922,-1.53,0.62,-1.70,-0.09,-0.26,0.66,
17:58:29:923,-1.34,0.48,-1.53,-0.09,-0.26,0.66,
17:58:29:923,-1.34,0.48,-1.53,-0.11,-0.25,0.63,
17:58:29:925,-0.98,0.19,-1.22,-0.11,-0.25,0.63,
17:58:29:926,-0.98,0.19,-1.22,-0.12,-0.24,0.60,
17:58:29:938,-0.63,-0.11,-0.91,-0.12,-0.24,0.60,
17:58:29:939,-0.63,-0.11,-0.91,-0.13,-0.27,0.54,
17:58:29:939,-0.53,-0.32,-0.67,-0.13,-0.27,0.54,
17:58:29:940,-0.53,-0.32,-0.67,-0.13,-0.32,0.49,
17:58:29:940,-0.53,-0.32,-0.67,-0.13,-0.40,0.43,
17:58:29:940,-0.51,-0.42,-0.37,-0.13,-0.40,0.43,
17:58:29:953,-0.51,-0.42,-0.37,-0.13,-0.50,0.40,
17:58:29:955,-0.68,-0.49,-0.18,-0.13,-0.50,0.40,
17:58:29:956,-0.86,-0.56,-0.06,-0.13,-0.50,0.40,
17:58:29:958,-0.86,-0.56,-0.06,-0.13,-0.61,0.38,
17:58:29:960,-0.86,-0.56,-0.06,-0.12,-0.74,0.38,
17:58:29:961,-1.01,-0.55,0.01,-0.12,-0.74,0.38,
17:58:29:962,-0.93,-0.64,-0.12,-0.12,-0.74,0.38,
17:58:29:963,-0.93,-0.64,-0.12,-0.11,-0.88,0.41,
17:58:29:979,-0.93,-0.64,-0.12,-0.12,-1.02,0.44,
17:58:29:981,-1.02,-0.67,-0.11,-0.12,-1.02,0.44,
17:58:29:982,-1.02,-0.67,-0.11,-0.11,-1.13,0.49,
17:58:29:982,-1.00,-0.76,0.17,-0.11,-1.13,0.49,
17:58:29:983,-1.06,-0.72,0.01,-0.11,-1.13,0.49,
17:58:29:983,-1.06,-0.72,0.01,-0.10,-1.22,0.55,
17:58:29:984,-1.09,-0.67,-0.09,-0.10,-1.22,0.55,
17:58:29:984,-1.09,-0.67,-0.09,-0.09,-1.24,0.61,
17:58:29:985,-1.09,-0.67,-0.09,-0.08,-1.21,0.67,
17:58:29:985,-1.02,-0.61,-0.19,-0.08,-1.21,0.67,
17:58:29:991,-0.91,-0.50,-0.22,-0.08,-1.21,0.67,
17:58:29:994,-0.91,-0.50,-0.22,-0.06,-1.15,0.72,
17:58:30:036,-0.91,-0.50,-0.22,-0.04,-1.07,0.76,
17:58:30:037,-0.75,-0.35,-0.25,-0.04,-1.07,0.76,
17:58:30:037,-0.60,-0.22,-0.35,-0.04,-1.07,0.76,
17:58:30:038,-0.60,-0.22,-0.35,-0.01,-0.99,0.77,
17:58:30:038,-0.60,-0.22,-0.35,0.02,-0.90,0.75,
17:58:30:038,-0.28,-0.17,-0.40,0.02,-0.90,0.75,
17:58:30:039,-0.28,-0.17,-0.40,0.04,-0.84,0.72,
17:58:30:039,-0.03,-0.16,-0.58,0.04,-0.84,0.72,
17:58:30:040,-0.03,-0.16,-0.58,0.06,-0.77,0.67,
17:58:30:040,0.20,-0.15,-0.59,0.06,-0.77,0.67,
17:58:30:041,0.25,-0.15,-0.64,0.06,-0.77,0.67,
17:58:30:041,0.25,-0.15,-0.64,0.08,-0.71,0.62,
17:58:30:041,0.28,-0.13,-0.65,0.08,-0.71,0.62,
17:58:30:042,0.28,-0.13,-0.65,0.11,-0.66,0.57,
17:58:30:042,0.28,-0.13,-0.65,0.13,-0.62,0.53,
17:58:30:043,0.16,-0.15,-0.64,0.13,-0.62,0.53,
17:58:30:043,0.16,-0.15,-0.64,0.16,-0.59,0.50,
17:58:30:044,-0.13,-0.08,-0.76,0.16,-0.59,0.50,
17:58:30:044,-0.35,0.02,-0.64,0.16,-0.59,0.50,
17:58:30:045,-0.35,0.02,-0.64,0.19,-0.58,0.48,
17:58:30:045,-0.40,0.20,-0.35,0.19,-0.58,0.48,
17:58:30:045,-0.40,0.20,-0.35,0.23,-0.61,0.46,
17:58:30:046,-0.74,0.39,-0.38,0.23,-0.61,0.46,
17:58:30:046,-0.74,0.39,-0.38,0.27,-0.69,0.46,
17:58:30:051,-0.78,0.40,-0.27,0.27,-0.69,0.46,
17:58:30:051,-0.78,0.40,-0.27,0.31,-0.79,0.47,
17:58:30:056,-0.78,0.40,-0.27,0.35,-0.91,0.49,
17:58:30:056,-1.03,0.51,-0.61,0.35,-0.91,0.49,
17:58:30:060,-1.03,0.51,-0.61,0.39,-0.99,0.50,
17:58:30:061,-1.07,0.52,-0.77,0.39,-0.99,0.50,
17:58:30:065,-1.07,0.52,-0.77,0.43,-1.05,0.52,
17:58:30:066,-1.26,0.64,-0.89,0.43,-1.05,0.52,
17:58:30:070,-1.26,0.64,-0.89,0.47,-1.08,0.53,
17:58:30:070,-1.31,0.68,-1.01,0.47,-1.08,0.53,
17:58:30:075,-1.31,0.68,-1.01,0.50,-1.09,0.55,
17:58:30:076,-1.50,0.91,-1.18,0.50,-1.09,0.55,
17:58:30:090,-0.75,0.53,-1.26,0.50,-1.09,0.55,
17:58:30:091,-0.75,0.53,-1.26,0.53,-1.08,0.56,
17:58:30:091,-0.75,0.53,-1.26,0.55,-1.07,0.55,
17:58:30:092,-0.38,0.51,-1.67,0.55,-1.07,0.55,
17:58:30:092,-0.38,0.51,-1.67,0.56,-1.02,0.52,
17:58:30:092,-0.46,0.73,-1.88,0.56,-1.02,0.52,
17:58:30:100,-0.46,0.73,-1.88,0.55,-0.96,0.50,
17:58:30:101,-0.38,0.82,-1.85,0.55,-0.96,0.50,
17:58:30:101,-0.50,0.69,-2.16,0.55,-0.96,0.50,
17:58:30:102,-0.50,0.69,-2.16,0.53,-0.89,0.47,
17:58:30:105,-0.50,0.69,-2.16,0.49,-0.82,0.44,
17:58:30:105,-0.88,0.66,-2.93,0.49,-0.82,0.44,
17:58:30:110,-0.81,0.31,-3.38,0.49,-0.82,0.44,
17:58:30:111,-0.81,0.31,-3.38,0.43,-0.73,0.43,
17:58:30:116,-0.81,0.31,-3.38,0.34,-0.65,0.41,
17:58:30:117,-0.69,0.20,-3.43,0.34,-0.65,0.41,
17:58:30:119,-0.69,0.20,-3.43,0.23,-0.58,0.39,
17:58:30:120,-0.75,0.42,-3.13,0.23,-0.58,0.39,
17:58:30:123,-0.83,0.59,-2.86,0.23,-0.58,0.39,
17:58:30:123,-0.83,0.59,-2.86,0.13,-0.51,0.38,
17:58:30:127,-0.63,0.53,-2.70,0.13,-0.51,0.38,
17:58:30:128,-0.63,0.53,-2.70,0.05,-0.45,0.36,
17:58:30:133,-0.63,0.53,-2.70,-0.01,-0.38,0.35,
17:58:30:134,-1.17,0.64,-2.66,-0.01,-0.38,0.35,
17:58:30:138,-1.20,0.91,-2.54,-0.01,-0.38,0.35,
17:58:30:138,-1.20,0.91,-2.54,-0.07,-0.34,0.35,
17:58:30:145,-1.20,0.91,-2.54,-0.10,-0.29,0.36,
17:58:30:146,-0.78,0.65,-2.08,-0.10,-0.29,0.36,
17:58:30:147,-0.63,0.76,-1.84,-0.10,-0.29,0.36,
17:58:30:148,-0.63,0.76,-1.84,-0.13,-0.26,0.36,
17:58:30:153,-0.65,0.92,-1.77,-0.13,-0.26,0.36,
17:58:30:153,-0.65,0.92,-1.77,-0.14,-0.26,0.36,
17:58:30:158,-0.65,0.92,-1.77,-0.15,-0.25,0.36,
17:58:30:159,-0.56,1.02,-1.79,-0.15,-0.25,0.36,
17:58:30:165,-0.56,1.02,-1.79,-0.15,-0.22,0.36,
17:58:30:166,-0.40,1.04,-1.87,-0.15,-0.22,0.36,
17:58:30:169,-0.40,1.04,-1.87,-0.15,-0.19,0.35,
17:58:30:171,-0.44,1.16,-1.98,-0.15,-0.19,0.35,
17:58:30:173,-0.44,1.16,-1.98,-0.16,-0.17,0.35,
17:58:30:174,-0.49,1.25,-2.10,-0.16,-0.17,0.35,
17:58:30:190,-0.49,1.25,-2.10,-0.19,-0.15,0.36,
17:58:30:192,-0.50,1.29,-2.14,-0.19,-0.15,0.36,
17:58:30:197,-0.50,1.29,-2.14,-0.21,-0.15,0.36,
17:58:30:198,-0.56,1.40,-2.15,-0.21,-0.15,0.36,
17:58:30:199,-0.56,1.40,-2.15,-0.24,-0.14,0.37,
17:58:30:200,-0.56,1.43,-2.10,-0.24,-0.14,0.37,
17:58:30:200,-0.56,1.43,-2.10,-0.28,-0.14,0.37,
17:58:30:201,-0.50,1.41,-1.96,-0.28,-0.14,0.37,
17:58:30:201,-0.50,1.41,-1.96,-0.31,-0.14,0.37,
17:58:30:202,-0.49,1.42,-1.74,-0.31,-0.14,0.37,
17:58:30:219,-0.49,1.42,-1.74,-0.33,-0.15,0.38,
17:58:30:220,-0.42,1.38,-1.43,-0.33,-0.15,0.38,
17:58:30:220,-0.42,1.38,-1.43,-0.35,-0.18,0.38,
17:58:30:220,-0.24,1.34,-1.07,-0.35,-0.18,0.38,
17:58:30:221,-0.24,1.34,-1.07,-0.36,-0.21,0.38,
17:58:30:221,-0.01,1.27,-0.65,-0.36,-0.21,0.38,
17:58:30:221,-0.01,1.27,-0.65,-0.36,-0.27,0.36,
17:58:30:221,0.20,1.20,-0.17,-0.36,-0.27,0.36,
17:58:30:222,0.20,1.20,-0.17,-0.35,-0.33,0.33,
17:58:30:222,0.41,1.13,0.29,-0.35,-0.33,0.33,
17:58:30:226,0.52,1.08,0.68,-0.35,-0.33,0.33,
17:58:30:226,0.52,1.08,0.68,-0.33,-0.39,0.30,
