
time,ax,ay,az,wx,wy,wz,
17:41:51:509,0.43,0.22,-2.46,-1.62,0.25,-0.22,
17:41:51:513,0.27,0.33,-2.48,-1.62,0.25,-0.22,
17:41:51:513,0.27,0.33,-2.48,-1.72,0.28,-0.19,
17:41:51:518,0.27,0.33,-2.48,-1.80,0.30,-0.16,
17:41:51:518,0.15,0.43,-2.35,-1.80,0.30,-0.16,
17:41:51:522,0.01,0.55,-2.10,-1.80,0.30,-0.16,
17:41:51:523,0.01,0.55,-2.10,-1.87,0.29,-0.12,
17:41:51:528,-0.22,0.64,-1.97,-1.87,0.29,-0.12,
17:41:51:528,-0.22,0.64,-1.97,-1.93,0.24,-0.08,
17:41:51:532,-0.31,0.73,-1.86,-1.93,0.24,-0.08,
17:41:51:533,-0.31,0.73,-1.86,-1.98,0.17,-0.03,
17:41:51:537,-0.31,0.73,-1.86,-2.03,0.07,0.03,
17:41:51:537,-0.18,0.83,-1.63,-2.03,0.07,0.03,
17:41:51:542,-0.18,0.83,-1.63,-2.07,-0.04,0.08,
17:41:51:543,-0.08,0.86,-1.50,-2.07,-0.04,0.08,
17:41:51:547,0.09,0.91,-1.32,-2.07,-0.04,0.08,
17:41:51:547,0.09,0.91,-1.32,-2.10,-0.17,0.13,
17:41:51:552,0.09,0.91,-1.32,-2.12,-0.31,0.16,
17:41:51:552,0.36,0.89,-1.06,-2.12,-0.31,0.16,
17:41:51:556,0.36,0.89,-1.06,-2.14,-0.47,0.18,
17:41:51:557,0.65,0.80,-0.70,-2.14,-0.47,0.18,
17:41:51:562,0.95,0.68,-0.32,-2.14,-0.47,0.18,
17:41:51:562,0.95,0.68,-0.32,-2.15,-0.64,0.19,
17:41:51:566,0.95,0.68,-0.32,-2.14,-0.84,0.18,
17:41:51:567,1.17,0.61,-0.11,-2.14,-0.84,0.18,
17:41:51:571,1.29,0.58,-0.14,-2.14,-0.84,0.18,
17:41:51:572,1.29,0.58,-0.14,-2.13,-1.03,0.15,
17:41:51:576,1.32,0.61,-0.29,-2.13,-1.03,0.15,
17:41:51:577,1.32,0.61,-0.29,-2.12,-1.18,0.11,
17:41:51:581,1.34,0.70,-0.37,-2.12,-1.18,0.11,
17:41:51:581,1.34,0.70,-0.37,-2.10,-1.28,0.07,
17:41:51:586,1.34,0.70,-0.37,-2.08,-1.33,0.02,
17:41:51:586,1.35,0.82,-0.40,-2.08,-1.33,0.02,
17:41:51:590,1.35,0.82,-0.40,-2.05,-1.33,-0.03,
17:41:51:591,1.35,0.92,-0.38,-2.05,-1.33,-0.03,
17:41:51:596,1.37,0.96,-0.32,-2.05,-1.33,-0.03,
17:41:51:596,1.37,0.96,-0.32,-2.02,-1.29,-0.07,
17:41:51:600,1.37,0.96,-0.32,-2.00,-1.22,-0.11,
17:41:51:600,1.31,0.95,-0.31,-2.00,-1.22,-0.11,
17:41:51:605,1.31,0.95,-0.31,-1.97,-1.12,-0.14,
17:41:51:605,1.17,0.92,-0.34,-1.97,-1.12,-0.14,
17:41:51:610,1.17,0.92,-0.34,-1.95,-0.98,-0.16,
17:41:51:611,0.95,0.83,-0.37,-1.95,-0.98,-0.16,
17:41:51:615,0.95,0.83,-0.37,-1.92,-0.83,-0.16,
17:41:51:616,0.63,0.78,-0.37,-1.92,-0.83,-0.16,
17:41:51:619,0.31,0.84,-0.22,-1.92,-0.83,-0.16,
17:41:51:620,0.31,0.84,-0.22,-1.91,-0.67,-0.13,
17:41:51:625,0.31,0.84,-0.22,-1.88,-0.52,-0.08,
17:41:51:625,0.06,0.96,-0.22,-1.88,-0.52,-0.08,
17:41:51:629,0.06,0.96,-0.22,-1.86,-0.36,-0.01,
17:41:51:630,0.02,1.00,-0.34,-1.86,-0.36,-0.01,
17:41:51:634,-0.01,0.95,-0.14,-1.86,-0.36,-0.01,
17:41:51:634,-0.01,0.95,-0.14,-1.84,-0.19,0.06,
17:41:51:648,-0.01,0.95,-0.14,-1.81,-0.04,0.13,
17:41:51:649,-0.09,0.86,0.06,-1.81,-0.04,0.13,
17:41:51:649,-0.06,0.81,0.36,-1.81,-0.04,0.13,
17:41:51:650,-0.06,0.81,0.36,-1.79,0.08,0.20,
17:41:51:650,-0.06,0.81,0.36,-1.76,0.14,0.28,
17:41:51:650,-0.11,0.82,0.50,-1.76,0.14,0.28,
17:41:51:654,-0.25,1.00,0.67,-1.76,0.14,0.28,
17:41:51:655,-0.25,1.00,0.67,-1.73,0.15,0.36,
17:41:51:666,-0.25,1.00,0.67,-1.70,0.11,0.47,
17:41:51:666,-0.37,1.19,0.66,-1.70,0.11,0.47,
17:41:51:667,-0.37,1.19,0.66,-1.66,0.06,0.58,
17:41:51:667,-0.34,1.26,0.77,-1.66,0.06,0.58,
17:41:51:668,-0.34,1.26,0.77,-1.62,0.00,0.70,
17:41:51:669,-0.30,1.34,1.02,-1.62,0.00,0.70,
17:41:51:673,-0.33,1.43,1.17,-1.62,0.00,0.70,
17:41:51:673,-0.33,1.43,1.17,-1.55,-0.06,0.82,
17:41:51:681,-0.50,1.51,1.12,-1.55,-0.06,0.82,
17:41:51:681,-0.50,1.51,1.12,-1.47,-0.10,0.92,
17:41:51:683,-0.62,1.64,1.28,-1.47,-0.10,0.92,
17:41:51:683,-0.62,1.64,1.28,-1.37,-0.07,1.03,
17:41:51:688,-0.62,1.64,1.28,-1.24,-0.03,1.13,
17:41:51:688,-0.61,1.76,1.52,-1.24,-0.03,1.13,
17:41:51:693,-0.67,1.82,1.65,-1.24,-0.03,1.13,
17:41:51:693,-0.67,1.82,1.65,-1.08,0.01,1.22,
17:41:51:697,-0.67,1.82,1.65,-0.91,0.07,1.31,
17:41:51:698,-0.68,1.86,1.84,-0.91,0.07,1.31,
17:41:51:702,-0.68,1.86,1.84,-0.71,0.12,1.39,
17:41:51:702,-0.83,1.78,2.02,-0.71,0.12,1.39,
17:41:51:707,-0.83,1.78,2.02,-0.50,0.15,1.46,
17:41:51:707,-0.94,1.75,2.08,-0.50,0.15,1.46,
17:41:51:712,-0.94,1.75,2.08,-0.29,0.17,1.53,
17:41:51:713,-0.93,1.70,1.94,-0.29,0.17,1.53,
17:41:51:717,-0.93,1.70,1.94,-0.09,0.21,1.59,
17:41:51:717,-0.82,1.52,2.04,-0.09,0.21,1.59,
17:41:51:721,-0.82,1.52,2.04,0.11,0.24,1.61,
17:41:51:722,-0.61,1.36,2.28,0.11,0.24,1.61,
17:41:51:726,-0.61,1.36,2.28,0.29,0.24,1.61,
17:41:51:727,-0.46,1.19,2.46,0.29,0.24,1.61,
17:41:51:731,-0.31,1.04,2.54,0.29,0.24,1.61,
17:41:51:732,-0.31,1.04,2.54,0.45,0.23,1.58,
17:41:51:736,-0.31,1.04,2.54,0.60,0.22,1.52,
17:41:51:736,-0.17,0.85,2.65,0.60,0.22,1.52,
17:41:51:741,-0.17,0.85,2.65,0.73,0.20,1.44,
17:41:51:742,0.03,0.54,2.83,0.73,0.20,1.44,
17:41:51:747,0.03,0.54,2.83,0.85,0.20,1.33,
17:41:51:748,0.31,0.25,2.84,0.85,0.20,1.33,
17:41:51:751,0.31,0.25,2.84,0.96,0.20,1.20,
17:41:51:752,0.63,-0.02,2.78,0.96,0.20,1.20,
17:41:51:756,0.63,-0.02,2.78,1.04,0.21,1.04,
17:41:51:756,0.83,-0.25,2.91,1.04,0.21,1.04,
17:41:51:762,0.83,-0.25,2.91,1.12,0.18,0.87,
17:41:51:763,0.90,-0.35,3.21,1.12,0.18,0.87,
17:41:51:766,0.90,-0.35,3.21,1.19,0.12,0.69,
17:41:51:767,0.91,-0.44,3.41,1.19,0.12,0.69,
17:41:51:771,0.91,-0.44,3.41,1.27,0.04,0.51,
17:41:51:771,0.83,-0.47,3.54,1.27,0.04,0.51,
17:41:51:785,0.83,-0.47,3.54,1.35,-0.03,0.36,
17:41:51:786,0.54,-0.50,3.69,1.35,-0.03,0.36,
17:41:51:786,0.54,-0.50,3.69,1.43,-0.11,0.24,
17:41:51:787,0.16,-0.49,3.88,1.43,-0.11,0.24,
17:41:51:787,0.16,-0.49,3.88,1.51,-0.23,0.17,
17:41:51:787,-0.35,-0.46,3.81,1.51,-0.23,0.17,
17:41:51:790,-1.06,-0.67,3.44,1.51,-0.23,0.17,
17:41:51:791,-1.06,-0.67,3.44,1.58,-0.35,0.14,
17:41:51:795,-1.06,-0.67,3.44,1.63,-0.42,0.17,
17:41:51:796,-1.25,-1.11,3.17,1.63,-0.42,0.17,
17:41:51:800,-1.25,-1.11,3.17,1.67,-0.49,0.22,
17:41:51:800,-1.22,-1.42,3.01,1.67,-0.49,0.22,
17:41:51:804,-1.22,-1.42,3.01,1.73,-0.56,0.30,
17:41:51:805,-0.94,-1.47,2.43,1.73,-0.56,0.30,
17:41:51:809,-0.94,-1.47,2.43,1.79,-0.58,0.38,
17:41:51:810,-0.39,-1.44,2.11,1.79,-0.58,0.38,
17:41:51:814,0.26,-1.44,1.97,1.79,-0.58,0.38,
17:41:51:815,0.26,-1.44,1.97,1.86,-0.60,0.45,
17:41:51:819,0.26,-1.44,1.97,1.94,-0.64,0.51,
17:41:51:819,0.88,-1.38,1.87,1.94,-0.64,0.51,
17:41:51:825,1.58,-1.23,1.74,1.94,-0.64,0.51,
17:41:51:826,1.58,-1.23,1.74,2.03,-0.69,0.54,
17:41:51:829,1.58,-1.23,1.74,2.11,-0.75,0.56,
17:41:51:830,2.30,-1.09,1.50,2.11,-0.75,0.56,
17:41:51:840,2.30,-1.09,1.50,2.18,-0.81,0.56,
17:41:51:840,2.30,-1.09,1.50,2.23,-0.86,0.55,
17:41:51:840,2.84,-1.12,1.02,2.23,-0.86,0.55,
17:41:51:840,3.05,-1.38,0.81,2.23,-0.86,0.55,
17:41:51:844,3.05,-1.38,0.81,2.24,-0.98,0.54,
17:41:51:844,3.42,-1.73,0.93,2.24,-0.98,0.54,
17:41:51:848,3.42,-1.73,0.93,2.20,-1.25,0.51,
17:41:51:849,3.84,-2.06,0.47,2.20,-1.25,0.51,
17:41:51:853,3.84,-2.06,0.47,2.08,-1.64,0.44,
17:41:51:853,4.14,-2.01,0.04,2.08,-1.64,0.44,
17:41:51:861,4.14,-2.01,0.04,1.86,-2.09,0.31,
17:41:51:864,4.27,-1.77,-0.63,1.86,-2.09,0.31,
17:41:51:868,4.27,-1.77,-0.63,1.58,-2.54,0.13,
17:41:51:868,4.14,-1.47,-1.77,1.58,-2.54,0.13,
17:41:51:868,3.64,-1.16,-2.85,1.58,-2.54,0.13,
17:41:51:869,3.64,-1.16,-2.85,1.25,-2.88,-0.07,
17:41:51:873,3.64,-1.16,-2.85,0.92,-3.01,-0.28,
17:41:51:873,2.95,-0.91,-3.73,0.92,-3.01,-0.28,
17:41:51:878,2.04,-0.65,-4.31,0.92,-3.01,-0.28,
17:41:51:879,2.04,-0.65,-4.31,0.62,-2.93,-0.48,
17:41:51:894,2.04,-0.65,-4.31,0.33,-2.66,-0.67,
17:41:51:895,1.21,-0.35,-4.61,0.33,-2.66,-0.67,
17:41:51:895,1.21,-0.35,-4.61,0.06,-2.30,-0.83,
17:41:51:895,0.47,-0.07,-4.58,0.06,-2.30,-0.83,
17:41:51:896,0.47,-0.07,-4.58,-0.21,-1.89,-0.96,
17:41:51:896,-0.15,0.17,-4.42,-0.21,-1.89,-0.96,
17:41:51:898,-0.15,0.17,-4.42,-0.49,-1.45,-1.06,
17:41:51:899,-0.72,0.33,-4.03,-0.49,-1.45,-1.06,
17:41:51:902,-1.26,0.49,-3.43,-0.49,-1.45,-1.06,
17:41:51:902,-1.26,0.49,-3.43,-0.76,-1.02,-1.14,
17:41:51:907,-1.26,0.49,-3.43,-1.01,-0.61,-1.18,
17:41:51:908,-1.51,0.57,-2.56,-1.01,-0.61,-1.18,
17:41:51:913,-1.51,0.57,-2.56,-1.22,-0.29,-1.18,
17:41:51:914,-1.59,0.58,-1.50,-1.22,-0.29,-1.18,
17:41:51:917,-1.66,0.62,-0.47,-1.22,-0.29,-1.18,
17:41:51:917,-1.66,0.62,-0.47,-1.38,-0.04,-1.17,
17:41:51:922,-1.66,0.62,-0.47,-1.48,0.11,-1.14,
17:41:51:922,-1.55,0.66,0.56,-1.48,0.11,-1.14,
17:41:51:928,-1.55,0.66,0.56,-1.55,0.15,-1.10,
17:41:51:928,-1.43,0.73,1.27,-1.55,0.15,-1.10,
17:41:51:932,-1.35,0.82,1.55,-1.55,0.15,-1.10,
17:41:51:932,-1.35,0.82,1.55,-1.57,0.14,-1.05,
17:41:51:937,-1.35,0.82,1.55,-1.55,0.12,-1.01,
17:41:51:937,-1.21,0.87,1.75,-1.55,0.12,-1.01,
17:41:51:940,-1.21,0.87,1.75,-1.51,0.12,-0.95,
17:41:51:941,-1.05,0.98,1.76,-1.51,0.12,-0.95,
17:41:51:948,-1.05,0.98,1.76,-1.43,0.18,-0.90,
17:41:51:949,-0.98,1.07,1.79,-1.43,0.18,-0.90,
17:41:51:951,-0.98,1.07,1.79,-1.31,0.26,-0.85,
17:41:51:951,-1.53,1.41,2.22,-1.31,0.26,-0.85,
17:41:51:955,-1.53,1.41,2.22,-1.17,0.30,-0.75,
17:41:51:955,-3.55,2.18,2.84,-1.17,0.30,-0.75,
17:41:51:964,-3.55,2.18,2.84,-1.00,0.29,-0.57,
17:41:51:964,-5.69,3.39,2.88,-1.00,0.29,-0.57,
17:41:51:966,-5.69,3.39,2.88,-0.79,0.33,-0.30,
17:41:51:966,-6.85,4.24,2.84,-0.79,0.33,-0.30,
17:41:51:970,-6.85,4.24,2.84,-0.54,0.39,0.01,
17:41:51:971,-4.22,2.44,3.79,-0.54,0.39,0.01,
17:41:51:981,-4.22,2.44,3.79,-0.26,0.33,0.19,
17:41:51:983,-0.59,-0.37,3.90,-0.26,0.33,0.19,
17:41:51:984,-0.59,-0.37,3.90,0.01,0.18,0.24,
17:41:51:986,-0.20,-1.30,3.29,0.01,0.18,0.24,
17:41:51:986,-0.20,-1.30,3.29,0.27,0.05,0.26,
17:41:51:987,-0.80,-1.14,2.91,0.27,0.05,0.26,
17:41:52:006,-1.90,-0.58,2.32,0.27,0.05,0.26,
17:41:52:007,-3.14,-0.25,1.86,0.27,0.05,0.26,
17:41:52:008,-3.14,-0.25,1.86,0.50,-0.03,0.32,
17:41:52:008,-3.14,-0.25,1.86,0.69,-0.05,0.44,
17:41:52:012,-3.14,-0.25,1.86,0.82,-0.02,0.66,
17:41:52:013,-4.26,-0.34,1.78,0.82,-0.02,0.66,
17:41:52:014,-4.26,-0.34,1.78,0.93,0.03,0.94,
17:41:52:014,-3.10,-1.00,1.50,0.93,0.03,0.94,
17:41:52:015,-3.10,-1.00,1.50,1.03,0.05,1.21,
17:41:52:015,-1.87,-1.22,0.86,1.03,0.05,1.21,
17:41:52:016,-1.21,-0.92,0.34,1.03,0.05,1.21,
17:41:52:016,-1.21,-0.92,0.34,1.09,0.03,1.46,
17:41:52:019,-1.21,-0.92,0.34,1.13,0.04,1.65,
17:41:52:021,-0.71,-0.69,0.04,1.13,0.04,1.65,
17:41:52:024,0.62,-0.72,0.07,1.13,0.04,1.65,
17:41:52:025,0.62,-0.72,0.07,1.18,0.12,1.77,
17:41:52:028,0.62,-0.72,0.07,1.21,0.22,1.76,
17:41:52:029,1.04,-0.67,-0.39,1.21,0.22,1.76,
17:41:52:033,1.78,-0.55,-0.72,1.21,0.22,1.76,
17:41:52:034,1.78,-0.55,-0.72,1.18,0.29,1.67,
17:41:52:038,2.14,-0.52,-1.14,1.18,0.29,1.67,
17:41:52:039,2.14,-0.52,-1.14,1.15,0.33,1.52,
17:41:52:046,2.02,-0.29,-1.32,1.15,0.33,1.52,
17:41:52:047,2.02,-0.29,-1.32,1.09,0.35,1.34,
17:41:52:049,2.02,-0.29,-1.32,1.04,0.33,1.17,
17:41:52:049,1.44,-0.18,-1.64,1.04,0.33,1.17,
17:41:52:054,0.57,-0.14,-1.85,1.04,0.33,1.17,
17:41:52:054,0.57,-0.14,-1.85,0.97,0.28,1.04,
17:41:52:060,-0.35,-0.13,-2.05,0.97,0.28,1.04,
17:41:52:060,-0.35,-0.13,-2.05,0.91,0.22,0.97,
17:41:52:062,-1.31,-0.31,-2.14,0.91,0.22,0.97,
17:41:52:062,-1.31,-0.31,-2.14,0.84,0.13,0.97,
17:41:52:068,-1.31,-0.31,-2.14,0.78,0.04,1.03,
17:41:52:068,-2.03,-0.50,-1.85,0.78,0.04,1.03,
17:41:52:071,-2.25,-0.89,-1.71,0.78,0.04,1.03,
17:41:52:072,-2.25,-0.89,-1.71,0.72,-0.08,1.12,
17:41:52:077,-2.07,-1.03,-1.15,0.72,-0.08,1.12,
17:41:52:078,-2.07,-1.03,-1.15,0.67,-0.21,1.20,
17:41:52:081,-2.07,-1.03,-1.15,0.64,-0.38,1.26,
17:41:52:082,-1.89,-0.84,-0.77,0.64,-0.38,1.26,
17:41:52:087,-1.52,-0.76,-0.49,0.64,-0.38,1.26,
17:41:52:088,-1.52,-0.76,-0.49,0.64,-0.55,1.30,
17:41:52:103,-1.52,-0.76,-0.49,0.66,-0.69,1.30,
17:41:52:105,-0.94,-0.87,-0.43,0.66,-0.69,1.30,
17:41:52:106,-0.94,-0.87,-0.43,0.70,-0.76,1.26,
17:41:52:106,-0.29,-0.86,-0.20,0.70,-0.76,1.26,
17:41:52:107,0.05,-0.73,-0.21,0.70,-0.76,1.26,
17:41:52:107,0.05,-0.73,-0.21,0.74,-0.83,1.19,
17:41:52:111,0.05,-0.73,-0.21,0.77,-0.89,1.12,
17:41:52:127,0.15,-0.72,-0.69,0.77,-0.89,1.12,
17:41:52:128,0.25,-0.61,-1.01,0.77,-0.89,1.12,
17:41:52:129,0.25,-0.61,-1.01,0.77,-0.89,1.06,
17:41:52:129,0.25,-0.61,-1.01,0.73,-0.86,1.00,
17:41:52:130,0.14,-0.64,-1.92,0.73,-0.86,1.00,
17:41:52:130,0.20,-0.72,-2.36,0.73,-0.86,1.00,
17:41:52:131,0.20,-0.72,-2.36,0.65,-0.77,0.95,
17:41:52:159,-0.03,-0.57,-2.55,0.65,-0.77,0.95,
17:41:52:159,-0.03,-0.57,-2.55,0.54,-0.68,0.89,
17:41:52:160,-0.29,-0.61,-2.57,0.54,-0.68,0.89,
17:41:52:160,-0.29,-0.61,-2.57,0.40,-0.63,0.85,
17:41:52:161,-0.29,-0.61,-2.57,0.27,-0.57,0.82,
17:41:52:161,-0.35,-0.76,-2.00,0.27,-0.57,0.82,
17:41:52:161,-0.35,-0.76,-2.00,0.17,-0.53,0.79,
17:41:52:162,-0.48,-0.70,-1.17,0.17,-0.53,0.79,
17:41:52:162,-0.67,-0.63,-0.39,0.17,-0.53,0.79,
17:41:52:163,-0.67,-0.63,-0.39,0.11,-0.52,0.78,
17:41:52:163,-0.67,-0.63,-0.39,0.08,-0.53,0.78,
17:41:52:163,-0.62,-0.76,0.19,0.08,-0.53,0.78,
17:41:52:164,-0.62,-0.76,0.19,0.10,-0.54,0.78,
17:41:52:164,-0.38,-0.66,1.03,0.10,-0.54,0.78,
17:41:52:165,-0.38,-0.66,1.03,0.14,-0.60,0.79,
17:41:52:165,-0.43,-0.43,1.43,0.14,-0.60,0.79,
17:41:52:166,-0.41,-0.33,1.77,0.14,-0.60,0.79,
17:41:52:166,-0.41,-0.33,1.77,0.20,-0.71,0.80,
17:41:52:169,-0.79,-0.26,2.64,0.20,-0.71,0.80,
17:41:52:170,-0.79,-0.26,2.64,0.28,-0.86,0.83,
17:41:52:174,-0.97,-0.40,2.00,0.28,-0.86,0.83,
17:41:52:175,-0.97,-0.40,2.00,0.39,-1.11,0.90,
17:41:52:180,-0.34,-0.58,1.04,0.39,-1.11,0.90,
17:41:52:180,-0.34,-0.58,1.04,0.51,-1.29,0.96,
17:41:52:184,0.14,-0.49,-0.18,0.51,-1.29,0.96,
17:41:52:185,0.14,-0.49,-0.18,0.57,-1.39,0.96,
17:41:52:189,0.16,-0.55,-1.31,0.57,-1.39,0.96,
17:41:52:190,0.16,-0.55,-1.31,0.55,-1.39,0.90,
17:41:52:202,0.15,-0.63,-1.57,0.55,-1.39,0.90,
17:41:52:203,0.15,-0.63,-1.57,0.48,-1.32,0.82,
17:41:52:204,0.04,-0.71,-1.69,0.48,-1.32,0.82,
17:41:52:204,0.04,-0.71,-1.69,0.40,-1.23,0.73,
17:41:52:204,0.22,-0.69,-1.48,0.40,-1.23,0.73,
17:41:52:205,0.22,-0.69,-1.48,0.33,-1.15,0.64,
17:41:52:208,0.64,-0.56,-1.38,0.33,-1.15,0.64,
17:41:52:209,0.64,-0.56,-1.38,0.28,-1.09,0.53,
17:41:52:220,0.85,-0.36,-1.56,0.28,-1.09,0.53,
17:41:52:221,0.85,-0.36,-1.56,0.25,-1.06,0.41,
17:41:52:221,0.86,-0.35,-1.90,0.25,-1.06,0.41,
17:41:52:221,0.86,-0.35,-1.90,0.21,-1.01,0.29,
17:41:52:222,0.92,-0.55,-1.68,0.21,-1.01,0.29,
17:41:52:222,0.92,-0.55,-1.68,0.14,-0.95,0.18,
17:41:52:228,0.54,-0.58,-1.12,0.14,-0.95,0.18,
17:41:52:232,0.54,-0.58,-1.12,0.08,-0.90,0.10,
17:41:52:233,1.24,-0.84,-0.95,0.08,-0.90,0.10,
17:41:52:233,1.24,-0.84,-0.95,0.03,-0.85,0.04,
17:41:52:238,1.24,-0.84,-0.95,0.03,-0.73,-0.02,
17:41:52:238,0.08,-0.06,-1.66,0.03,-0.73,-0.02,
17:41:52:243,-0.37,-0.28,-1.68,0.03,-0.73,-0.02,
17:41:52:243,-0.37,-0.28,-1.68,0.03,-0.58,-0.04,
17:41:52:248,-0.55,-0.47,-1.83,0.03,-0.58,-0.04,
17:41:52:249,-0.55,-0.47,-1.83,0.01,-0.45,-0.02,
17:41:52:256,-1.28,-0.26,-1.93,0.01,-0.45,-0.02,
17:41:52:257,-1.28,-0.26,-1.93,-0.02,-0.32,0.01,
17:41:52:257,-1.84,-0.17,-2.10,-0.02,-0.32,0.01,
17:41:52:257,-1.84,-0.17,-2.10,-0.07,-0.20,0.09,
17:41:52:261,-2.22,0.08,-2.26,-0.07,-0.20,0.09,
17:41:52:262,-2.22,0.08,-2.26,-0.13,-0.09,0.20,
17:41:52:266,-2.22,0.08,-2.26,-0.19,0.03,0.30,
17:41:52:266,-2.20,0.13,-2.27,-0.19,0.03,0.30,
17:41:52:271,-1.89,-0.02,-1.95,-0.19,0.03,0.30,
17:41:52:271,-1.89,-0.02,-1.95,-0.25,0.11,0.38,
17:41:52:276,-1.68,0.06,-1.46,-0.25,0.11,0.38,
17:41:52:278,-1.68,0.06,-1.46,-0.31,0.12,0.44,
17:41:52:281,-1.68,0.06,-1.46,-0.35,0.08,0.49,
17:41:52:282,-1.19,-0.02,-1.19,-0.35,0.08,0.49,
17:41:52:285,-1.19,-0.02,-1.19,-0.38,0.02,0.53,
17:41:52:285,-0.80,0.09,-1.09,-0.38,0.02,0.53,
17:41:52:290,-0.80,0.09,-1.09,-0.37,-0.03,0.56,
17:41:52:290,-0.35,0.15,-1.01,-0.37,-0.03,0.56,
17:41:52:295,-0.35,0.15,-1.01,-0.36,-0.08,0.56,
17:41:52:295,0.18,0.21,-0.98,-0.36,-0.08,0.56,
17:41:52:300,0.65,0.31,-1.03,-0.36,-0.08,0.56,
17:41:52:300,0.65,0.31,-1.03,-0.33,-0.10,0.54,
17:41:52:304,0.65,0.31,-1.03,-0.30,-0.11,0.48,
17:41:52:305,1.11,0.34,-1.13,-0.30,-0.11,0.48,
17:41:52:315,1.11,0.34,-1.13,-0.27,-0.09,0.41,
17:41:52:316,1.41,0.33,-1.29,-0.27,-0.09,0.41,
17:41:52:317,1.41,0.33,-1.29,-0.26,-0.06,0.32,
17:41:52:317,1.52,0.34,-1.54,-0.26,-0.06,0.32,
17:41:52:320,1.52,0.34,-1.54,-0.26,-0.01,0.23,
17:41:52:320,1.47,0.37,-1.82,-0.26,-0.01,0.23,
17:41:52:324,1.47,0.37,-1.82,-0.27,0.04,0.15,
17:41:52:325,1.30,0.37,-2.08,-0.27,0.04,0.15,
17:41:52:337,1.30,0.37,-2.08,-0.30,0.11,0.09,
17:41:52:337,1.03,0.37,-2.30,-0.30,0.11,0.09,
17:41:52:338,0.60,0.34,-2.41,-0.30,0.11,0.09,
17:41:52:339,0.60,0.34,-2.41,-0.34,0.17,0.05,
17:41:52:339,0.60,0.34,-2.41,-0.37,0.24,0.03,
17:41:52:340,0.07,0.33,-2.36,-0.37,0.24,0.03,
17:41:52:349,-0.51,0.36,-2.12,-0.37,0.24,0.03,
17:41:52:350,-0.51,0.36,-2.12,-0.41,0.30,0.03,
17:41:52:350,-0.99,0.48,-1.85,-0.41,0.30,0.03,
17:41:52:351,-0.99,0.48,-1.85,-0.44,0.32,0.06,
17:41:52:354,-1.24,0.56,-1.52,-0.44,0.32,0.06,
17:41:52:354,-1.24,0.56,-1.52,-0.46,0.30,0.10,
17:41:52:365,-1.24,0.56,-1.52,-0.46,0.25,0.15,
17:41:52:366,-1.28,0.64,-1.24,-0.46,0.25,0.15,
17:41:52:366,-1.12,0.63,-0.90,-0.46,0.25,0.15,
