
time,ax,ay,az,wx,wy,wz,
17:10:17:399,0.22,-0.05,-0.24,-1.12,-0.54,0.78,
17:10:17:406,0.22,-0.05,-0.24,-1.10,-0.51,0.79,
17:10:17:406,0.09,0.06,0.21,-1.10,-0.51,0.79,
17:10:17:409,0.09,0.06,0.21,-1.05,-0.50,0.79,
17:10:17:410,-0.12,0.16,0.80,-1.05,-0.50,0.79,
17:10:17:412,-0.12,0.16,0.80,-0.97,-0.51,0.81,
17:10:17:412,-0.26,0.25,1.09,-0.97,-0.51,0.81,
17:10:17:418,-0.34,0.32,0.99,-0.97,-0.51,0.81,
17:10:17:419,-0.34,0.32,0.99,-0.89,-0.53,0.84,
17:10:17:422,-0.39,0.38,0.87,-0.89,-0.53,0.84,
17:10:17:423,-0.39,0.38,0.87,-0.79,-0.52,0.88,
17:10:17:427,-0.39,0.38,0.87,-0.68,-0.49,0.91,
17:10:17:427,-0.44,0.42,1.13,-0.68,-0.49,0.91,
17:10:17:432,-0.44,0.42,1.13,-0.57,-0.45,0.95,
17:10:17:432,-0.46,0.41,1.23,-0.57,-0.45,0.95,
17:10:17:437,-0.46,0.41,1.23,-0.46,-0.41,0.99,
17:10:17:438,-0.37,0.33,1.56,-0.46,-0.41,0.99,
17:10:17:442,-0.37,0.33,1.56,-0.35,-0.41,1.02,
17:10:17:442,-0.24,0.23,1.55,-0.35,-0.41,1.02,
17:10:17:446,-0.24,0.23,1.55,-0.24,-0.36,1.05,
17:10:17:447,-0.14,0.11,1.16,-0.24,-0.36,1.05,
17:10:17:451,-0.14,0.11,1.16,-0.15,-0.28,1.06,
17:10:17:452,0.08,-0.11,1.12,-0.15,-0.28,1.06,
17:10:17:457,0.08,-0.11,1.12,-0.07,-0.19,1.06,
17:10:17:458,0.27,-0.29,0.81,-0.07,-0.19,1.06,
17:10:17:461,0.27,-0.29,0.81,-0.01,-0.10,1.05,
17:10:17:461,0.47,-0.36,0.43,-0.01,-0.10,1.05,
17:10:17:467,0.47,-0.36,0.43,0.03,0.00,1.03,
17:10:17:468,0.75,-0.53,0.71,0.03,0.00,1.03,
17:10:17:481,0.75,-0.53,0.71,0.04,0.04,0.99,
17:10:17:482,0.89,-0.59,0.54,0.04,0.04,0.99,
17:10:17:482,0.89,-0.59,0.54,0.05,0.08,0.95,
17:10:17:483,0.96,-0.56,0.15,0.05,0.08,0.95,
17:10:17:483,0.96,-0.59,0.04,0.05,0.08,0.95,
17:10:17:484,0.96,-0.59,0.04,0.04,0.13,0.91,
17:10:17:498,0.96,-0.59,0.04,0.02,0.17,0.87,
17:10:17:501,0.96,-0.58,-0.22,0.02,0.17,0.87,
17:10:17:501,0.96,-0.58,-0.22,-0.01,0.23,0.83,
17:10:17:502,0.95,-0.48,-0.49,-0.01,0.23,0.83,
17:10:17:503,0.95,-0.48,-0.49,-0.03,0.32,0.80,
17:10:17:503,0.88,-0.37,-0.64,-0.03,0.32,0.80,
17:10:17:504,0.88,-0.37,-0.64,-0.06,0.40,0.78,
17:10:17:504,0.75,-0.38,-0.49,-0.06,0.40,0.78,
17:10:17:511,0.64,-0.48,-0.36,-0.06,0.40,0.78,
17:10:17:511,0.64,-0.48,-0.36,-0.08,0.47,0.75,
17:10:17:512,0.50,-0.44,-0.63,-0.08,0.47,0.75,
17:10:17:512,0.50,-0.44,-0.63,-0.11,0.52,0.73,
17:10:17:529,0.55,-0.57,-0.48,-0.11,0.52,0.73,
17:10:17:530,0.57,-0.59,-0.11,-0.11,0.52,0.73,
17:10:17:531,0.57,-0.59,-0.11,-0.13,0.60,0.71,
17:10:17:531,0.57,-0.59,-0.11,-0.17,0.63,0.68,
17:10:17:534,0.57,-0.59,-0.11,-0.20,0.62,0.65,
17:10:17:535,0.64,-0.61,-0.07,-0.20,0.62,0.65,
17:10:17:536,0.64,-0.61,-0.07,-0.24,0.60,0.63,
17:10:17:536,0.66,-0.59,-0.28,-0.24,0.60,0.63,
17:10:17:537,0.66,-0.59,-0.28,-0.27,0.59,0.60,
17:10:17:538,0.69,-0.58,-0.46,-0.27,0.59,0.60,
17:10:17:570,0.69,-0.58,-0.46,-0.31,0.58,0.57,
17:10:17:573,0.80,-0.65,-0.51,-0.31,0.58,0.57,
17:10:17:574,0.76,-0.63,-0.52,-0.31,0.58,0.57,
17:10:17:574,0.76,-0.63,-0.52,-0.34,0.59,0.55,
17:10:17:575,0.76,-0.63,-0.52,-0.37,0.59,0.54,
17:10:17:575,0.66,-0.47,-0.57,-0.37,0.59,0.54,
17:10:17:575,0.58,-0.32,-0.40,-0.37,0.59,0.54,
17:10:17:576,0.58,-0.32,-0.40,-0.39,0.62,0.54,
17:10:17:576,0.58,-0.32,-0.40,-0.40,0.66,0.54,
17:10:17:576,0.54,-0.26,-0.29,-0.40,0.66,0.54,
17:10:17:576,0.54,-0.26,-0.29,-0.40,0.70,0.55,
17:10:17:577,0.52,-0.21,-0.17,-0.40,0.70,0.55,
17:10:17:577,0.45,-0.13,0.03,-0.40,0.70,0.55,
17:10:17:577,0.45,-0.13,0.03,-0.39,0.71,0.55,
17:10:17:577,0.45,-0.13,0.03,-0.38,0.72,0.56,
17:10:17:578,0.38,-0.11,0.09,-0.38,0.72,0.56,
17:10:17:578,0.38,-0.11,0.09,-0.35,0.73,0.57,
17:10:17:578,0.30,-0.05,0.21,-0.35,0.73,0.57,
17:10:17:582,0.30,-0.05,0.21,-0.31,0.73,0.59,
17:10:17:584,0.22,-0.06,0.61,-0.31,0.73,0.59,
17:10:17:587,0.22,-0.06,0.61,-0.26,0.73,0.60,
17:10:17:587,0.27,-0.17,0.79,-0.26,0.73,0.60,
17:10:17:593,0.27,-0.17,0.79,-0.20,0.74,0.61,
17:10:17:593,0.36,-0.29,0.84,-0.20,0.74,0.61,
17:10:17:597,0.36,-0.29,0.84,-0.13,0.77,0.61,
17:10:17:597,0.53,-0.42,0.96,-0.13,0.77,0.61,
17:10:17:602,0.53,-0.42,0.96,-0.05,0.81,0.61,
17:10:17:602,0.54,-0.43,1.02,-0.05,0.81,0.61,
17:10:17:606,0.54,-0.43,1.02,0.03,0.90,0.60,
17:10:17:607,0.60,-0.42,1.28,0.03,0.90,0.60,
17:10:17:611,0.60,-0.42,1.28,0.13,0.97,0.59,
17:10:17:611,0.58,-0.44,1.33,0.13,0.97,0.59,
17:10:17:616,0.58,-0.44,1.33,0.23,1.05,0.58,
17:10:17:617,0.46,-0.45,1.82,0.23,1.05,0.58,
17:10:17:621,0.46,-0.45,1.82,0.32,1.08,0.58,
17:10:17:621,0.45,-0.51,2.41,0.32,1.08,0.58,
17:10:17:626,0.39,-0.49,2.79,0.32,1.08,0.58,
17:10:17:626,0.39,-0.49,2.79,0.43,1.05,0.57,
17:10:17:630,0.39,-0.49,2.79,0.52,0.97,0.58,
17:10:17:631,0.29,-0.51,2.87,0.52,0.97,0.58,
17:10:17:636,0.29,-0.51,2.87,0.60,0.84,0.59,
17:10:17:637,0.25,-0.54,2.97,0.60,0.84,0.59,
17:10:17:642,0.25,-0.54,2.97,0.68,0.72,0.60,
17:10:17:642,0.28,-0.53,2.36,0.68,0.72,0.60,
17:10:17:645,0.28,-0.53,2.36,0.73,0.65,0.62,
17:10:17:646,0.36,-0.48,1.37,0.73,0.65,0.62,
17:10:17:651,0.48,-0.44,0.54,0.73,0.65,0.62,
17:10:17:652,0.48,-0.44,0.54,0.76,0.65,0.65,
17:10:17:655,0.58,-0.40,-0.17,0.76,0.65,0.65,
17:10:17:656,0.58,-0.40,-0.17,0.76,0.72,0.67,
17:10:17:664,0.58,-0.40,-0.17,0.73,0.81,0.69,
17:10:17:665,0.60,-0.43,-0.62,0.73,0.81,0.69,
17:10:17:666,0.60,-0.43,-0.62,0.68,0.93,0.70,
17:10:17:666,0.65,-0.54,-0.88,0.68,0.93,0.70,
17:10:17:670,0.65,-0.54,-0.88,0.61,0.99,0.72,
17:10:17:671,0.72,-0.74,-0.85,0.61,0.99,0.72,
17:10:17:675,0.72,-0.74,-0.85,0.52,1.04,0.72,
17:10:17:675,0.76,-0.89,-0.85,0.52,1.04,0.72,
17:10:17:679,0.76,-0.89,-0.85,0.44,1.05,0.72,
17:10:17:679,0.72,-0.98,-0.67,0.44,1.05,0.72,
17:10:17:686,0.72,-0.98,-0.67,0.35,1.01,0.71,
17:10:17:688,0.70,-1.09,-0.29,0.35,1.01,0.71,
17:10:17:689,0.70,-1.09,-0.29,0.28,0.93,0.69,
17:10:17:690,0.70,-1.42,-0.16,0.28,0.93,0.69,
17:10:17:694,0.70,-1.42,-0.16,0.21,0.83,0.67,
17:10:17:695,0.68,-1.57,0.32,0.21,0.83,0.67,
17:10:17:698,0.68,-1.57,0.32,0.16,0.70,0.64,
17:10:17:699,0.58,-1.57,0.48,0.16,0.70,0.64,
17:10:17:703,0.58,-1.57,0.48,0.13,0.56,0.60,
17:10:17:704,0.58,-1.46,0.70,0.13,0.56,0.60,
17:10:17:710,0.58,-1.46,0.70,0.10,0.43,0.58,
17:10:17:711,0.60,-1.28,0.82,0.10,0.43,0.58,
17:10:17:714,0.60,-1.28,0.82,0.07,0.28,0.55,
17:10:17:715,0.74,-1.23,1.04,0.07,0.28,0.55,
17:10:17:720,0.74,-1.23,1.04,0.07,0.15,0.52,
17:10:17:721,0.80,-1.18,1.06,0.07,0.15,0.52,
17:10:17:729,0.80,-1.18,1.06,0.07,0.05,0.50,
17:10:17:730,0.81,-1.12,0.65,0.07,0.05,0.50,
17:10:17:731,0.81,-1.12,0.65,0.08,0.02,0.49,
17:10:17:732,0.90,-1.14,0.40,0.08,0.02,0.49,
17:10:17:744,0.90,-1.14,0.40,0.10,0.04,0.47,
17:10:17:745,0.91,-1.17,0.13,0.10,0.04,0.47,
17:10:17:746,0.91,-1.17,0.13,0.13,0.12,0.46,
17:10:17:746,0.92,-1.21,-0.11,0.13,0.12,0.46,
17:10:17:747,0.92,-1.21,-0.11,0.15,0.26,0.46,
17:10:17:748,0.83,-1.23,-0.24,0.15,0.26,0.46,
17:10:17:749,0.83,-1.23,-0.24,0.18,0.43,0.47,
17:10:17:753,0.79,-1.33,-0.29,0.18,0.43,0.47,
17:10:17:754,0.71,-1.51,-0.41,0.18,0.43,0.47,
17:10:17:755,0.71,-1.51,-0.41,0.19,0.63,0.47,
17:10:17:758,0.71,-1.51,-0.41,0.19,0.84,0.47,
17:10:17:759,0.70,-1.67,-0.54,0.19,0.84,0.47,
17:10:17:763,0.70,-1.67,-0.54,0.17,1.05,0.46,
17:10:17:764,0.66,-1.68,-0.87,0.17,1.05,0.46,
17:10:17:770,0.66,-1.68,-0.87,0.13,1.27,0.45,
17:10:17:771,0.57,-1.39,-1.57,0.13,1.27,0.45,
17:10:17:773,0.57,-1.39,-1.57,0.07,1.52,0.43,
17:10:17:773,0.49,-1.04,-1.97,0.07,1.52,0.43,
17:10:17:778,0.49,-1.04,-1.97,-0.01,1.78,0.42,
17:10:17:778,0.38,-0.72,-2.10,-0.01,1.78,0.42,
17:10:17:802,0.38,-0.72,-2.10,-0.07,2.02,0.41,
17:10:17:802,0.19,-0.47,-2.15,-0.07,2.02,0.41,
17:10:17:803,0.19,-0.47,-2.15,-0.14,2.24,0.41,
17:10:17:803,-0.04,-0.30,-2.09,-0.14,2.24,0.41,
17:10:17:803,-0.26,-0.20,-1.84,-0.14,2.24,0.41,
17:10:17:804,-0.26,-0.20,-1.84,-0.21,2.41,0.42,
17:10:17:804,-0.34,-0.15,-1.38,-0.21,2.41,0.42,
17:10:17:804,-0.34,-0.15,-1.38,-0.27,2.50,0.44,
17:10:17:805,-0.34,-0.15,-1.38,-0.34,2.53,0.47,
17:10:17:805,-0.26,-0.22,-0.94,-0.34,2.53,0.47,
17:10:17:805,-0.26,-0.22,-0.94,-0.40,2.52,0.50,
17:10:17:807,-0.20,-0.39,-0.74,-0.40,2.52,0.50,
17:10:17:812,-0.20,-0.39,-0.74,-0.46,2.49,0.52,
17:10:17:812,-0.17,-0.64,-0.70,-0.46,2.49,0.52,
17:10:17:816,-0.17,-0.64,-0.70,-0.52,2.46,0.54,
17:10:17:818,-0.16,-0.89,-0.96,-0.52,2.46,0.54,
17:10:17:829,-0.16,-0.89,-0.96,-0.59,2.46,0.53,
17:10:17:831,-0.11,-1.10,-1.19,-0.59,2.46,0.53,
17:10:17:833,-0.11,-1.10,-1.19,-0.66,2.48,0.51,
17:10:17:834,0.10,-1.21,-1.25,-0.66,2.48,0.51,
17:10:17:835,0.10,-1.21,-1.25,-0.73,2.51,0.48,
17:10:17:836,0.40,-1.33,-1.32,-0.73,2.51,0.48,
17:10:17:836,0.59,-1.45,-1.16,-0.73,2.51,0.48,
17:10:17:837,0.59,-1.45,-1.16,-0.80,2.54,0.43,
17:10:17:841,0.59,-1.45,-1.16,-0.87,2.57,0.36,
17:10:17:842,0.67,-1.52,-0.92,-0.87,2.57,0.36,
17:10:17:844,0.67,-1.52,-0.92,-0.94,2.57,0.28,
17:10:17:845,0.51,-1.45,-0.79,-0.94,2.57,0.28,
17:10:17:850,0.51,-1.45,-0.79,-1.00,2.55,0.21,
17:10:17:851,0.05,-1.28,-0.76,-1.00,2.55,0.21,
17:10:17:856,0.05,-1.28,-0.76,-1.06,2.55,0.16,
17:10:17:857,-0.73,-1.08,-0.97,-1.06,2.55,0.16,
17:10:17:859,-1.83,-0.56,0.17,-1.06,2.55,0.16,
17:10:17:860,-1.83,-0.56,0.17,-1.11,2.54,0.13,
17:10:17:865,-2.43,0.08,1.77,-1.11,2.54,0.13,
17:10:17:866,-2.43,0.08,1.77,-1.12,2.39,0.20,
17:10:17:870,-2.43,0.08,1.77,-1.03,2.08,0.34,
17:10:17:871,-2.23,0.57,2.62,-1.03,2.08,0.34,
17:10:17:881,-2.23,0.57,2.62,-0.85,1.78,0.49,
17:10:17:882,-1.86,0.73,2.30,-0.85,1.78,0.49,
17:10:17:882,-1.43,0.64,2.40,-0.85,1.78,0.49,
17:10:17:882,-1.43,0.64,2.40,-0.63,1.62,0.60,
17:10:17:883,-0.63,0.55,3.58,-0.63,1.62,0.60,
17:10:17:883,-0.63,0.55,3.58,-0.37,1.52,0.68,
17:10:17:889,0.46,0.42,4.47,-0.37,1.52,0.68,
17:10:17:890,0.46,0.42,4.47,-0.05,1.33,0.76,
17:10:17:893,1.50,0.19,4.43,-0.05,1.33,0.76,
17:10:17:894,1.50,0.19,4.43,0.30,1.07,0.80,
17:10:17:899,1.50,0.19,4.43,0.64,0.81,0.79,
17:10:17:900,2.30,-0.07,4.18,0.64,0.81,0.79,
17:10:17:904,2.30,-0.07,4.18,0.96,0.56,0.72,
17:10:17:905,2.65,-0.28,3.43,0.96,0.56,0.72,
17:10:17:908,2.34,-0.66,1.86,0.96,0.56,0.72,
17:10:17:908,2.34,-0.66,1.86,1.22,0.35,0.62,
17:10:17:914,1.58,-0.94,-0.28,1.22,0.35,0.62,
17:10:17:915,1.58,-0.94,-0.28,1.39,0.24,0.54,
17:10:17:918,0.98,-1.06,-1.99,1.39,0.24,0.54,
17:10:17:918,0.98,-1.06,-1.99,1.43,0.26,0.48,
17:10:17:924,0.98,-1.06,-1.99,1.37,0.36,0.47,
17:10:17:925,0.88,-1.15,-2.94,1.37,0.36,0.47,
17:10:17:927,0.88,-1.15,-2.94,1.23,0.44,0.46,
17:10:17:927,1.05,-1.20,-3.38,1.23,0.44,0.46,
17:10:17:932,1.05,-1.20,-3.38,1.04,0.48,0.44,
17:10:17:937,1.23,-1.28,-3.59,1.04,0.48,0.44,
17:10:17:937,1.45,-1.33,-3.80,1.04,0.48,0.44,
17:10:17:938,1.45,-1.33,-3.80,0.80,0.45,0.40,
17:10:17:942,1.45,-1.33,-3.80,0.53,0.40,0.34,
17:10:17:943,1.68,-1.31,-4.18,0.53,0.40,0.34,
17:10:17:960,1.93,-1.23,-4.76,0.53,0.40,0.34,
17:10:17:961,1.84,-1.07,-5.11,0.53,0.40,0.34,
17:10:17:962,1.42,-0.86,-4.96,0.53,0.40,0.34,
17:10:17:962,1.42,-0.86,-4.96,0.24,0.37,0.24,
17:10:17:963,1.42,-0.86,-4.96,-0.07,0.39,0.14,
17:10:17:963,1.42,-0.86,-4.96,-0.38,0.41,0.04,
17:10:17:963,1.42,-0.86,-4.96,-0.69,0.41,-0.04,
17:10:17:964,0.89,-0.58,-4.77,-0.69,0.41,-0.04,
17:10:17:966,0.40,-0.40,-4.06,-0.69,0.41,-0.04,
17:10:17:967,0.40,-0.40,-4.06,-0.97,0.37,-0.07,
17:10:17:973,-0.02,-0.16,-3.47,-0.97,0.37,-0.07,
17:10:17:974,-0.02,-0.16,-3.47,-1.23,0.29,-0.08,
17:10:17:976,0.01,-0.10,-3.15,-1.23,0.29,-0.08,
17:10:17:977,0.01,-0.10,-3.15,-1.44,0.23,-0.06,
17:10:17:981,0.18,-0.21,-2.36,-1.44,0.23,-0.06,
17:10:17:982,0.18,-0.21,-2.36,-1.61,0.25,-0.02,
17:10:17:986,0.24,-0.35,-1.32,-1.61,0.25,-0.02,
17:10:17:987,0.24,-0.35,-1.32,-1.73,0.26,0.01,
17:10:17:990,0.20,-0.40,-0.32,-1.73,0.26,0.01,
17:10:17:991,0.20,-0.40,-0.32,-1.80,0.25,0.03,
17:10:17:995,0.21,-0.49,0.49,-1.80,0.25,0.03,
17:10:17:995,0.21,-0.49,0.49,-1.81,0.21,0.06,
17:10:18:001,0.43,-0.55,0.89,-1.81,0.21,0.06,
17:10:18:002,0.43,-0.55,0.89,-1.80,0.13,0.12,
17:10:18:005,0.48,-0.70,1.48,-1.80,0.13,0.12,
17:10:18:005,0.48,-0.70,1.48,-1.75,0.03,0.20,
17:10:18:010,0.29,-0.76,1.73,-1.75,0.03,0.20,
17:10:18:010,0.29,-0.76,1.73,-1.69,-0.11,0.29,
17:10:18:014,0.05,-0.67,1.58,-1.69,-0.11,0.29,
17:10:18:015,0.05,-0.67,1.58,-1.60,-0.29,0.38,
17:10:18:020,-0.11,-0.57,1.41,-1.60,-0.29,0.38,
17:10:18:021,-0.11,-0.57,1.41,-1.52,-0.48,0.47,
17:10:18:046,-0.13,-0.50,1.02,-1.52,-0.48,0.47,
17:10:18:047,-0.13,-0.50,1.02,-1.45,-0.64,0.57,
17:10:18:047,-0.05,-0.59,0.55,-1.45,-0.64,0.57,
17:10:18:048,-0.05,-0.59,0.55,-1.38,-0.77,0.65,
17:10:18:048,0.00,-0.79,-0.21,-1.38,-0.77,0.65,
17:10:18:048,0.00,-0.79,-0.21,-1.32,-0.85,0.72,
17:10:18:049,0.08,-1.03,-0.80,-1.32,-0.85,0.72,
17:10:18:050,0.08,-1.03,-0.80,-1.28,-0.87,0.76,
17:10:18:051,0.12,-1.14,-1.68,-1.28,-0.87,0.76,
17:10:18:051,0.12,-1.14,-1.68,-1.28,-0.88,0.78,
17:10:18:052,0.25,-1.29,-2.18,-1.28,-0.88,0.78,
17:10:18:052,0.25,-1.29,-2.18,-1.32,-0.85,0.80,
17:10:18:055,0.31,-1.40,-2.77,-1.32,-0.85,0.80,
17:10:18:056,0.31,-1.40,-2.77,-1.39,-0.81,0.81,
17:10:18:058,0.29,-1.50,-3.01,-1.39,-0.81,0.81,
17:10:18:058,0.29,-1.50,-3.01,-1.48,-0.77,0.81,
17:10:18:064,0.20,-1.46,-3.12,-1.48,-0.77,0.81,
17:10:18:064,0.20,-1.46,-3.12,-1.60,-0.74,0.79,
17:10:18:076,0.22,-1.26,-3.12,-1.60,-0.74,0.79,
17:10:18:077,0.22,-1.26,-3.12,-1.74,-0.72,0.77,
17:10:18:078,0.53,-1.10,-2.86,-1.74,-0.72,0.77,
17:10:18:078,0.53,-1.10,-2.86,-1.89,-0.71,0.75,
17:10:18:078,0.59,-1.04,-2.54,-1.89,-0.71,0.75,
17:10:18:079,0.59,-1.04,-2.54,-2.06,-0.73,0.74,
17:10:18:089,0.54,-0.96,-2.01,-2.06,-0.73,0.74,
17:10:18:090,0.54,-0.96,-2.01,-2.21,-0.74,0.73,
17:10:18:091,0.57,-0.90,-1.33,-2.21,-0.74,0.73,
17:10:18:091,0.57,-0.90,-1.33,-2.35,-0.76,0.72,
17:10:18:092,0.57,-0.90,-1.33,-2.45,-0.80,0.71,
17:10:18:092,0.56,-0.79,-0.74,-2.45,-0.80,0.71,
17:10:18:098,0.40,-0.58,-0.30,-2.45,-0.80,0.71,
17:10:18:099,0.40,-0.58,-0.30,-2.53,-0.85,0.71,
17:10:18:105,0.35,-0.44,0.30,-2.53,-0.85,0.71,
17:10:18:106,0.35,-0.44,0.30,-2.58,-0.90,0.71,
17:10:18:107,0.28,-0.35,0.82,-2.58,-0.90,0.71,
17:10:18:108,0.28,-0.35,0.82,-2.61,-0.97,0.73,
17:10:18:112,0.28,-0.35,0.82,-2.62,-1.08,0.76,
17:10:18:112,0.37,-0.35,1.15,-2.62,-1.08,0.76,
17:10:18:118,0.37,-0.35,1.15,-2.62,-1.21,0.80,
17:10:18:118,0.40,-0.36,1.25,-2.62,-1.21,0.80,
17:10:18:121,0.36,-0.28,1.46,-2.62,-1.21,0.80,
17:10:18:122,0.36,-0.28,1.46,-2.58,-1.33,0.84,
17:10:18:126,0.30,-0.51,2.10,-2.58,-1.33,0.84,
17:10:18:127,0.30,-0.51,2.10,-2.46,-1.34,0.87,
17:10:18:131,0.24,-0.87,2.37,-2.46,-1.34,0.87,
17:10:18:131,0.24,-0.87,2.37,-2.28,-1.33,0.90,
17:10:18:136,0.16,-1.21,2.67,-2.28,-1.33,0.90,
17:10:18:137,0.16,-1.21,2.67,-2.10,-1.31,0.91,
17:10:18:142,-0.06,-1.39,3.19,-2.10,-1.31,0.91,
17:10:18:143,-0.06,-1.39,3.19,-1.92,-1.28,0.91,
17:10:18:146,-0.06,-1.39,3.19,-1.70,-1.23,0.90,
17:10:18:147,-0.24,-1.36,3.19,-1.70,-1.23,0.90,
17:10:18:151,-0.32,-1.28,3.16,-1.70,-1.23,0.90,
17:10:18:152,-0.32,-1.28,3.16,-1.50,-1.15,0.90,
17:10:18:163,-0.34,-1.31,3.13,-1.50,-1.15,0.90,
17:10:18:165,-0.34,-1.31,3.13,-1.32,-1.07,0.89,
17:10:18:171,-0.31,-1.29,2.84,-1.32,-1.07,0.89,
17:10:18:172,-0.31,-1.29,2.84,-1.15,-0.99,0.87,
17:10:18:173,-0.37,-0.84,2.17,-1.15,-0.99,0.87,
17:10:18:173,-0.37,-0.84,2.17,-1.00,-0.87,0.85,
17:10:18:174,-0.37,-0.84,2.17,-0.87,-0.74,0.83,
17:10:18:175,-0.19,-0.36,1.78,-0.87,-0.74,0.83,
17:10:18:175,-0.19,-0.36,1.78,-0.78,-0.64,0.80,
17:10:18:175,0.04,-0.08,1.35,-0.78,-0.64,0.80,
17:10:18:180,0.25,-0.05,0.94,-0.78,-0.64,0.80,
17:10:18:181,0.25,-0.05,0.94,-0.73,-0.55,0.77,
17:10:18:190,0.47,-0.18,0.69,-0.73,-0.55,0.77,
17:10:18:192,0.47,-0.18,0.69,-0.70,-0.49,0.74,
17:10:18:193,0.77,-0.42,0.58,-0.70,-0.49,0.74,
17:10:18:193,0.77,-0.42,0.58,-0.69,-0.44,0.70,
17:10:18:195,0.92,-0.50,0.24,-0.69,-0.44,0.70,
17:10:18:195,0.92,-0.50,0.24,-0.69,-0.42,0.64,
17:10:18:200,0.72,-0.20,-0.39,-0.69,-0.42,0.64,
17:10:18:201,0.72,-0.20,-0.39,-0.69,-0.37,0.59,
17:10:18:204,0.93,-0.45,-0.24,-0.69,-0.37,0.59,
17:10:18:206,0.93,-0.45,-0.24,-0.70,-0.32,0.55,
17:10:18:209,0.98,-0.76,-0.59,-0.70,-0.32,0.55,
17:10:18:210,0.98,-0.76,-0.59,-0.74,-0.33,0.49,
17:10:18:213,0.78,-0.87,-0.79,-0.74,-0.33,0.49,
17:10:18:214,0.78,-0.87,-0.79,-0.79,-0.32,0.43,
17:10:18:219,0.38,-0.80,-0.80,-0.79,-0.32,0.43,
17:10:18:220,0.38,-0.80,-0.80,-0.84,-0.29,0.37,
17:10:18:223,-0.14,-0.67,-0.86,-0.84,-0.29,0.37,
17:10:18:224,-0.14,-0.67,-0.86,-0.91,-0.26,0.32,
17:10:18:228,-0.58,-0.52,-0.70,-0.91,-0.26,0.32,
17:10:18:229,-0.58,-0.52,-0.70,-0.98,-0.22,0.29,
17:10:18:235,-0.89,-0.25,-0.35,-0.98,-0.22,0.29,
17:10:18:236,-0.89,-0.25,-0.35,-1.04,-0.19,0.28,
17:10:18:241,-1.06,-0.05,0.21,-1.04,-0.19,0.28,
